"chr","start","end","details"
"chr10",11743162,11743162,"DunedinPACE aging DNAm score"
"chr8",57206152,57206152,"DunedinPACE aging DNAm score"
"chr11",126586224,126586224,"DunedinPACE aging DNAm score"
"chr16",88282899,88282899,"DunedinPACE aging DNAm score"
"chr21",42236477,42236477,"DunedinPACE aging DNAm score"
"chr5",180296634,180296634,"DunedinPACE aging DNAm score"
"chr14",99645913,99645913,"DunedinPACE aging DNAm score"
"chr22",18048619,18048619,"DunedinPACE aging DNAm score"
"chr6",27247549,27247549,"DunedinPACE aging DNAm score"
"chr8",7521533,7521533,"DunedinPACE aging DNAm score"
"chr1",1166051,1166051,"DunedinPACE aging DNAm score"
"chr1",154326363,154326363,"DunedinPACE aging DNAm score"
"chr11",96324341,96324341,"DunedinPACE aging DNAm score"
"chr12",1373765,1373765,"DunedinPACE aging DNAm score"
"chr1",10704455,10704455,"DunedinPACE aging DNAm score"
"chr19",55464460,55464460,"DunedinPACE aging DNAm score"
"chr13",44989193,44989193,"DunedinPACE aging DNAm score"
"chr14",19026869,19026869,"DunedinPACE aging DNAm score"
"chr17",15783124,15783124,"DunedinPACE aging DNAm score"
"chr2",1792456,1792456,"DunedinPACE aging DNAm score"
"chr8",115666355,115666355,"DunedinPACE aging DNAm score"
"chr22",49934338,49934338,"DunedinPACE aging DNAm score"
"chr6",32046886,32046886,"DunedinPACE aging DNAm score"
"chr3",114214257,114214257,"DunedinPACE aging DNAm score"
"chr1",62783526,62783526,"DunedinPACE aging DNAm score"
"chr19",1528419,1528419,"DunedinPACE aging DNAm score"
"chr1",201520530,201520530,"DunedinPACE aging DNAm score"
"chr13",111411348,111411348,"DunedinPACE aging DNAm score"
"chr14",105895782,105895782,"DunedinPACE aging DNAm score"
"chr16",67659549,67659549,"DunedinPACE aging DNAm score"
"chr4",76710062,76710062,"DunedinPACE aging DNAm score"
"chr1",14981026,14981026,"DunedinPACE aging DNAm score"
"chr4",7595845,7595845,"DunedinPACE aging DNAm score"
"chr14",73760738,73760738,"DunedinPACE aging DNAm score"
"chr8",19683223,19683223,"DunedinPACE aging DNAm score"
"chr10",11742921,11742921,"DunedinPACE aging DNAm score"
"chr17",78979975,78979975,"DunedinPACE aging DNAm score"
"chr6",31679199,31679199,"DunedinPACE aging DNAm score"
"chr15",74202768,74202768,"DunedinPACE aging DNAm score"
"chr1",112705610,112705610,"DunedinPACE aging DNAm score"
"chr1",181592375,181592375,"DunedinPACE aging DNAm score"
"chr8",131039798,131039798,"DunedinPACE aging DNAm score"
"chr1",9413692,9413692,"DunedinPACE aging DNAm score"
"chr1",211675418,211675418,"DunedinPACE aging DNAm score"
"chr17",40337570,40337570,"DunedinPACE aging DNAm score"
"chr1",27114048,27114048,"DunedinPACE aging DNAm score"
"chr7",935722,935722,"DunedinPACE aging DNAm score"
"chr12",131035361,131035361,"DunedinPACE aging DNAm score"
"chr1",6025812,6025812,"DunedinPACE aging DNAm score"
"chr3",152299451,152299451,"DunedinPACE aging DNAm score"
"chr10",130191123,130191123,"DunedinPACE aging DNAm score"
"chr9",133459253,133459253,"DunedinPACE aging DNAm score"
"chr1",3135361,3135361,"DunedinPACE aging DNAm score"
"chr12",68240260,68240260,"DunedinPACE aging DNAm score"
"chr11",12106656,12106656,"DunedinPACE aging DNAm score"
"chr11",70867627,70867627,"DunedinPACE aging DNAm score"
"chr12",34342574,34342574,"DunedinPACE aging DNAm score"
"chr19",15723399,15723399,"DunedinPACE aging DNAm score"
"chr16",69965522,69965522,"DunedinPACE aging DNAm score"
"chr17",56835509,56835509,"DunedinPACE aging DNAm score"
"chr1",148328900,148328900,"DunedinPACE aging DNAm score"
"chr5",148482943,148482943,"DunedinPACE aging DNAm score"
"chr11",36092576,36092576,"DunedinPACE aging DNAm score"
"chr2",54945855,54945855,"DunedinPACE aging DNAm score"
"chr5",16737863,16737863,"DunedinPACE aging DNAm score"
"chr6",32974581,32974581,"DunedinPACE aging DNAm score"
"chr12",114448254,114448254,"DunedinPACE aging DNAm score"
"chr16",85437068,85437068,"DunedinPACE aging DNAm score"
"chr3",194300369,194300369,"DunedinPACE aging DNAm score"
"chr13",79394189,79394189,"DunedinPACE aging DNAm score"
"chr15",40367615,40367615,"DunedinPACE aging DNAm score"
"chr11",9568884,9568884,"DunedinPACE aging DNAm score"
"chr1",207883148,207883148,"DunedinPACE aging DNAm score"
"chr1",206922323,206922323,"DunedinPACE aging DNAm score"
"chr6",166556764,166556764,"DunedinPACE aging DNAm score"
"chr6",22570319,22570319,"DunedinPACE aging DNAm score"
"chr12",116917019,116917019,"DunedinPACE aging DNAm score"
"chr19",54906138,54906138,"DunedinPACE aging DNAm score"
"chr10",113611296,113611296,"DunedinPACE aging DNAm score"
"chr1",54888033,54888033,"DunedinPACE aging DNAm score"
"chr1",113195611,113195611,"DunedinPACE aging DNAm score"
"chr17",78358540,78358540,"DunedinPACE aging DNAm score"
"chr12",56115819,56115819,"DunedinPACE aging DNAm score"
"chr3",195804427,195804427,"DunedinPACE aging DNAm score"
"chr20",23358620,23358620,"DunedinPACE aging DNAm score"
"chr2",218166917,218166917,"DunedinPACE aging DNAm score"
"chr20",63453196,63453196,"DunedinPACE aging DNAm score"
"chr6",20301354,20301354,"DunedinPACE aging DNAm score"
"chr19",58575331,58575331,"DunedinPACE aging DNAm score"
"chr17",76481460,76481460,"DunedinPACE aging DNAm score"
"chr2",232419951,232419951,"DunedinPACE aging DNAm score"
"chr3",165190831,165190831,"DunedinPACE aging DNAm score"
"chr14",73245581,73245581,"DunedinPACE aging DNAm score"
"chr8",1842695,1842695,"DunedinPACE aging DNAm score"
"chr12",6444885,6444885,"DunedinPACE aging DNAm score"
"chr2",15690048,15690048,"DunedinPACE aging DNAm score"
"chr1",32612104,32612104,"DunedinPACE aging DNAm score"
"chr12",14563976,14563976,"DunedinPACE aging DNAm score"
"chr3",193852467,193852467,"DunedinPACE aging DNAm score"
"chr2",45000506,45000506,"DunedinPACE aging DNAm score"
"chr15",79307511,79307511,"DunedinPACE aging DNAm score"
"chr11",133967370,133967370,"DunedinPACE aging DNAm score"
"chr17",28645787,28645787,"DunedinPACE aging DNAm score"
"chr2",159211954,159211954,"DunedinPACE aging DNAm score"
"chr4_GL000008v2_random",82607,82607,"DunedinPACE aging DNAm score"
"chr3",176697064,176697064,"DunedinPACE aging DNAm score"
"chr17",59826183,59826183,"DunedinPACE aging DNAm score"
"chr22",39351454,39351454,"DunedinPACE aging DNAm score"
"chr8",10528529,10528529,"DunedinPACE aging DNAm score"
"chr7",1041432,1041432,"DunedinPACE aging DNAm score"
"chr2",189842238,189842238,"DunedinPACE aging DNAm score"
"chr20",43945984,43945984,"DunedinPACE aging DNAm score"
"chr8",23297178,23297178,"DunedinPACE aging DNAm score"
"chr18",12778030,12778030,"DunedinPACE aging DNAm score"
"chr1",231240737,231240737,"DunedinPACE aging DNAm score"
"chr5",422458,422458,"DunedinPACE aging DNAm score"
"chr11",123451474,123451474,"DunedinPACE aging DNAm score"
"chr5",177309590,177309590,"DunedinPACE aging DNAm score"
"chr10",38450891,38450891,"DunedinPACE aging DNAm score"
"chr4",6561796,6561796,"DunedinPACE aging DNAm score"
"chr12",132983177,132983177,"DunedinPACE aging DNAm score"
"chr12",131035453,131035453,"DunedinPACE aging DNAm score"
"chr8",25023326,25023326,"DunedinPACE aging DNAm score"
"chr2",1798273,1798273,"DunedinPACE aging DNAm score"
"chr8",128048802,128048802,"DunedinPACE aging DNAm score"
"chr6",32974623,32974623,"DunedinPACE aging DNAm score"
"chr8",133454752,133454752,"DunedinPACE aging DNAm score"
"chr19",44749698,44749698,"DunedinPACE aging DNAm score"
"chr18",31043193,31043193,"DunedinPACE aging DNAm score"
"chr16",24482797,24482797,"DunedinPACE aging DNAm score"
"chr14",105889054,105889054,"DunedinPACE aging DNAm score"
"chr14",73712971,73712971,"DunedinPACE aging DNAm score"
