#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc,is.top50
1,175105820,.,2503,0.425818,1_175105820,-7.10465,1.20627e-12,0.0970736,cg19371121,0.167503415905717,FALSE
1,178057159,.,2503,0.500992,1_178057159,7.41792,1.18978e-13,0.4265229,cg19020666,0.863855976752153,FALSE
1,184365485,.,2503,0.439504,1_184365485,9.82915,8.43312e-23,-0.4334514,cg11855643,0.869345051760324,FALSE
1,184367852,.,2503,0.440212,1_184367852,9.87187,5.51251e-23,0.2529718,cg22039357,0.666205962379754,FALSE
1,184410537,.,2503,0.528365,1_184410537,9.40533,5.18656e-21,-0.1257582,cg06533042,0.30121791312771,FALSE
1,185671444,.,2503,0.48531,1_185671444,10.046,9.56735e-24,0.0712185,cg20691502,0.065097121976382,FALSE
1,197390869,.,2503,0.467196,1_197390869,-6.4921,8.46479e-11,0.0393332,cg01922700,0.00187038065199501,FALSE
1,200016240,.,2503,0.504887,1_200016240,10.8732,1.54697e-27,0.2591526,cg25306277,0.676325706117917,FALSE
1,200035395,.,2503,0.439766,1_200035395,11.1608,6.33837e-29,-0.3734542,cg16103959,0.814690560287291,FALSE
1,201282188,.,2503,0.431394,1_201282188,8.60099,7.90306e-18,-0.2436042,cg20869257,0.650435700250828,FALSE
1,201285131,.,2503,0.543202,1_201285131,9.09909,9.1092e-20,0.1673102,cg09472802,0.465008131233782,FALSE
1,201306570,.,2503,0.518354,1_201306570,4.81308,1.48623e-06,0.059405,cg10210094,0.0317964710839151,FALSE
1,205040260,.,2503,0.435608,1_205040260,,,-0.3532323,cg03948781,0.792336558263342,FALSE
1,206038933,.,2503,0.590509,1_206038933,12.1675,4.63155e-34,-0.5192176,cg24700388,0.917459117416591,TRUE
1,207962637,.,2503,0.420969,1_207962637,10.0395,1.02162e-23,-0.0908855,cg00475456,0.13978634346489,FALSE
1,209437827,.,2503,0.420726,1_209437827,9.52049,1.72357e-21,0.0642754,cg14206882,0.0442945514827197,FALSE
1,212633510,.,2503,0.433312,1_212633510,11.2861,1.53704e-29,0.1306181,cg24486958,0.323603416299481,FALSE
1,213059213,.,2503,0.420372,1_213059213,,,0.1531905,cg00666109,0.414901617977705,FALSE
1,213118181,.,2503,0.42225,1_213118181,,,-0.0973367,cg14576824,0.168751648888206,FALSE
1,224437846,.,2503,0.492958,1_224437846,9.19408,3.78216e-20,-0.1120828,cg16809457,0.23725089482948,FALSE
1,230071686,.,2503,0.524813,1_230071686,6.55969,5.39195e-11,0.085498,cg04991747,0.117003138301852,FALSE
1,232825415,.,2503,0.507372,1_232825415,11.1087,1.13762e-28,-0.1520269,cg26836273,0.410763154682449,FALSE
1,234224318,.,2503,0.635285,1_234224318,10.4105,2.2208e-25,0.1292156,cg16648603,0.316952736465335,FALSE
1,240308800,.,2503,0.459275,1_240308800,12.3559,4.52581e-35,0.1007121,cg22226821,0.183840698695459,FALSE
1,244876564,.,2503,0.514717,1_244876564,11.3207,1.03683e-29,-0.3490608,cg22082665,0.78737118983773,FALSE
1,245407568,.,2503,0.505857,1_245407568,11.0842,1.496e-28,0.2208513,cg22729008,0.606688481211534,FALSE
1,245665961,.,2503,0.459403,1_245665961,,,-0.1901413,cg22686124,0.533987769679358,FALSE
1,246978465,.,2503,0.474804,1_246978465,8.90028,5.5707e-19,0.3637803,cg04305539,0.804228241566552,FALSE
1,246978937,.,2503,0.475034,1_246978937,8.90585,5.29781e-19,0.1313867,cg26826871,0.326879535673081,FALSE
1,247087833,.,2503,0.433671,1_247087833,8.57321,1.0064e-17,-0.0810401,cg04020309,0.0990474840426998,FALSE
1,248086593,.,2503,0.449748,1_248086593,10.5774,3.79226e-26,0.0813194,cg20065449,0.100197275938242,FALSE
1,248842161,.,2503,0.479479,1_248842161,7.44433,9.74399e-14,0.0937052,cg12657014,0.152075728759367,FALSE
2,3465931,.,2503,0.417672,2_3465931,-4.74683,2.06628e-06,0.0872022,cg01143247,0.124067270701176,FALSE
2,3642846,.,2503,0.552132,2_3642846,12.0811,1.32918e-33,0.5088278,cg09301086,0.912611878295315,FALSE
2,3644908,.,2503,0.48841,2_3644908,9.82308,8.95672e-23,-0.1064714,cg25883141,0.210864745884178,FALSE
2,3648280,.,2503,0.488236,2_3648280,7.77863,7.33147e-15,-0.0990487,cg01926804,0.176378864304868,FALSE
2,3657701,.,2503,0.521099,2_3657701,7.11768,1.09756e-12,-0.165048,cg01745480,0.457546296843191,FALSE
2,3660793,.,2503,0.42055,2_3660793,9.80645,1.05623e-22,0.1265501,cg15327641,0.304820856909974,FALSE
2,8668170,.,2503,0.513466,2_8668170,12.2257,2.26512e-34,0.2540998,cg11659942,0.668206285266519,FALSE
2,8674444,.,2503,0.433568,2_8674444,12.0334,2.37188e-33,0.1918631,cg01365608,0.538764131218031,FALSE
2,8675980,.,2503,0.440793,2_8675980,12.0989,1.07014e-33,-0.6797799,cg00782839,0.962375816568816,TRUE
2,8677673,.,2503,0.515728,2_8677673,12.0919,1.16525e-33,0.1645015,cg21946006,0.455746793773798,FALSE
2,8856598,.,2503,0.440295,2_8856598,-5.66004,1.51341e-08,-0.0936178,cg06153448,0.151725278489835,FALSE
2,9145396,.,2503,0.428817,2_9145396,9.15491,5.4404e-20,0.048633,cg09242610,0.0109781500163412,FALSE
2,9374444,.,2503,0.455737,2_9374444,10.9788,4.83264e-28,0.1198854,cg19426625,0.274028484912919,FALSE
2,9388407,.,2503,0.476468,2_9388407,8.84739,8.95907e-19,-0.0794537,cg05159685,0.0932630857736879,FALSE
2,11749259,.,2503,0.441421,2_11749259,-7.43539,1.04262e-13,-0.1858079,cg04436889,0.521265243602314,FALSE
2,11789202,.,2503,0.528111,2_11789202,9.57067,1.06213e-21,0.3097096,cg15614119,0.742419051894204,FALSE
2,11792047,.,2503,0.417859,2_11792047,-7.54664,4.46615e-14,-0.1463464,cg25654774,0.388598159545438,FALSE
2,12264352,.,2503,0.438165,2_12264352,11.146,7.48574e-29,0.1472259,cg19072083,0.392208978614658,FALSE
2,17684649,.,2503,0.44222,2_17684649,9.42426,4.33161e-21,-0.1314706,cg16022315,0.327241798873046,FALSE
2,20584923,.,2503,0.435921,2_20584923,9.83107,8.27344e-23,-0.1534803,cg00221794,0.416094723951504,FALSE
2,38122865,.,2503,0.558289,2_38122865,9.95547,2.38688e-23,0.4393944,cg06264984,0.873629207864262,FALSE
2,52957937,.,2503,0.470582,2_52957937,8.05198,8.14678e-16,0.1948743,cg13356792,0.547088309530279,FALSE
2,61003512,.,2503,0.467463,2_61003512,8.76026,1.94793e-18,0.101744,cg16430332,0.188754877755858,FALSE
2,72162205,.,2503,0.567307,2_72162205,8.05526,7.93076e-16,0.0627251,cg04807855,0.0401482129005076,FALSE
2,72203759,.,2503,0.474028,2_72203759,11.9301,8.24387e-33,-0.2062584,cg00999152,0.57472269145807,FALSE
2,72283256,.,2503,0.522839,2_72283256,9.95743,2.3404e-23,0.1310087,cg06108254,0.325265101847149,FALSE
2,72446319,.,2503,0.577093,2_72446319,9.85905,6.2638e-23,0.1166692,cg16417606,0.25882130580133,FALSE
2,72525810,.,2503,0.681277,2_72525810,,,-0.127842,cg22856324,0.310707633909411,FALSE
2,72667952,.,2503,0.681695,2_72667952,,,-0.1218926,cg22979783,0.283679649077213,FALSE
2,72825222,.,2503,0.590876,2_72825222,7.00471,2.47507e-12,0.154659,cg12436443,0.420658452742372,FALSE
2,72851544,.,2503,0.614833,2_72851544,4.7254,2.2966e-06,0.1514779,cg05964953,0.408723455360905,FALSE
2,73413949,.,2503,0.419594,2_73413949,8.90109,5.53004e-19,-0.0915471,cg04164925,0.142609633838533,FALSE
2,73499478,.,2503,0.501555,2_73499478,9.88266,4.9499e-23,-0.0654091,cg08357125,0.0474643544824165,FALSE
2,85798208,.,2503,0.439892,2_85798208,11.3439,7.94975e-30,-0.2029333,cg20839205,0.566658397615363,FALSE
2,86342281,.,2503,0.418744,2_86342281,10.5369,5.84084e-26,-0.0780179,cg03012821,0.0880496458089692,FALSE
2,88252629,.,2503,0.422099,2_88252629,11.6071,3.79265e-31,0.65201,cg09649266,0.956961556786725,TRUE
2,88548662,.,2503,0.48979,2_88548662,-5.79526,6.82164e-09,0.2218619,ch.2.88629272F,0.608704554672211,FALSE
2,96902716,.,2503,0.433108,2_96902716,10.4881,9.80183e-26,0.2596735,cg14131536,0.677121110100449,FALSE
2,96932264,.,2503,0.434432,2_96932264,10.6078,2.73985e-26,-0.1168738,cg25564535,0.259730901444721,FALSE
2,98102127,.,2503,0.471307,2_98102127,-5.7358,9.70527e-09,0.0933286,cg21488538,0.150378604420399,FALSE
2,108360827,.,2503,0.419383,2_108360827,9.77601,1.42725e-22,-0.3862127,cg01745370,0.827972231738194,FALSE
2,109013728,.,2503,0.422727,2_109013728,-4.52859,5.93779e-06,-0.1734478,cg12671030,0.484605782823212,FALSE
2,119470248,.,2503,0.445539,2_119470248,11.42,3.3231e-30,-0.067171,cg20231883,0.0523903464732496,FALSE
2,122500399,.,2503,0.525324,2_122500399,9.7514,1.81938e-22,0.0886661,cg22657302,0.13018243102233,FALSE
2,127615281,.,2503,0.448616,2_127615281,10.2995,7.08474e-25,-0.1857401,cg15869022,0.521017172063207,FALSE
2,128523066,.,2503,0.524246,2_128523066,10.1267,4.20525e-24,0.1144627,cg03232953,0.248599183332743,FALSE
2,129402126,.,2503,0.453445,2_129402126,13.374,8.58241e-41,-0.2549523,cg12072524,0.669556896979434,FALSE
2,130755277,.,2503,0.427542,2_130755277,8.50465,1.82146e-17,0.1866225,cg05184394,0.52365539319339,FALSE
2,149587299,.,2503,0.481921,2_149587299,10.9661,5.56109e-28,-0.242273,cg11713727,0.647923483711938,FALSE
2,156827460,.,2503,0.498872,2_156827460,8.65777,4.81101e-18,0.1748975,cg27452939,0.48901988116192,FALSE
2,156897462,.,2503,0.450397,2_156897462,10.4988,8.74568e-26,0.2846954,cg00558219,0.712524462610106,FALSE
2,156902897,.,2503,0.450397,2_156902897,10.4922,9.38165e-26,0.210943,cg20570611,0.58505113030056,FALSE
2,156906427,.,2503,0.450397,2_156906427,10.5056,8.14437e-26,0.17698,cg05893865,0.495312235439579,FALSE
2,157247694,.,2503,0.551625,2_157247694,10.6358,2.03048e-26,0.5141896,cg24576425,0.915159533625507,TRUE
2,176586536,.,2503,0.468917,2_176586536,8.65065,5.12052e-18,0.1309857,cg24045357,0.325194224264547,FALSE
2,189018918,.,2503,0.470308,2_189018918,8.09168,5.88459e-16,0.4134959,cg26137350,0.853342468666202,FALSE
2,189166090,.,2503,0.437857,2_189166090,-7.68672,1.5096e-14,0.146628,cg03034070,0.389740076154025,FALSE
2,189640971,.,2503,0.547338,2_189640971,7.53122,5.02697e-14,-0.4307953,cg24396875,0.867242350143133,FALSE
2,189878056,.,2503,0.423515,2_189878056,10.733,7.12162e-27,0.3458775,cg00052932,0.783484735725058,FALSE
2,200343969,.,2503,0.481352,2_200343969,10.7428,6.40655e-27,-0.1419837,cg00556627,0.371300091747093,FALSE
2,201934817,.,2503,0.426082,2_201934817,10.4401,1.62563e-25,-0.0618948,cg05022818,0.0379352572659366,FALSE
2,204836111,.,2503,0.490654,2_204836111,10.9348,7.86118e-28,-0.1169249,cg18522603,0.25999472355774,FALSE
2,205308524,.,2503,0.464473,2_205308524,9.25518,2.13865e-20,0.1113913,cg05260373,0.23401415189066,FALSE
2,205711459,.,2503,0.53424,2_205711459,6.59485,4.25693e-11,0.2881663,cg09343667,0.716970062096638,FALSE
2,205721743,.,2503,0.485695,2_205721743,6.88991,5.58278e-12,-0.1067964,cg03141944,0.212565807866624,FALSE
2,217123699,.,2503,0.431844,2_217123699,10.8922,1.25605e-27,0.3806108,cg15867711,0.822132706460492,FALSE
2,218463958,.,2503,0.474008,2_218463958,7.55719,4.11884e-14,-0.084633,cg27369013,0.113427758023933,FALSE
2,218669807,.,2503,0.494903,2_218669807,7.34719,2.02422e-13,0.1047058,cg15248979,0.202717761528436,FALSE
2,218676333,.,2503,0.496208,2_218676333,7.29414,3.00563e-13,-0.3378392,cg01872077,0.773995014943357,FALSE
2,218678554,.,2503,0.496208,2_218678554,7.29414,3.00563e-13,-0.2660179,cg04430204,0.686539953299548,FALSE
2,218751187,.,2503,0.461445,2_218751187,7.95359,1.81185e-15,0.0740614,cg02324732,0.074519902818959,FALSE
2,219327139,.,2503,0.525456,2_219327139,6.46874,9.88243e-11,0.1630645,cg05531317,0.450808988852531,FALSE
2,219332599,.,2503,0.464631,2_219332599,8.5083,1.76507e-17,-0.2938777,cg13227481,0.724392520052449,FALSE
2,219335737,.,2503,0.525456,2_219335737,6.47245,9.6427e-11,-0.329665,cg23490796,0.764524982379045,FALSE
2,219423170,.,2503,0.429039,2_219423170,8.68451,3.80362e-18,0.1075192,cg17285709,0.215861615457613,FALSE
2,219432316,.,2503,0.456055,2_219432316,8.71722,2.85111e-18,0.1049731,cg18984724,0.203847865206588,FALSE
2,219502231,.,2503,0.488833,2_219502231,,,0.0490095,cg02557933,0.0115176071728114,FALSE
2,225379413,.,2503,0.421463,2_225379413,-4.6639,3.10269e-06,-0.1585905,cg14212447,0.435200170106198,FALSE
2,226835202,.,2503,0.447996,2_226835202,9.15006,5.6903e-20,-0.1814554,cg04210645,0.508708098551341,FALSE
2,231333615,.,2503,0.4889,2_231333615,12.2981,9.27215e-35,-1.1965948,cg18146074,0.996113545887328,TRUE
2,235256154,.,2503,0.423447,2_235256154,9.93816,2.84034e-23,0.0841551,cg19892195,0.111557377371938,FALSE
2,235258080,.,2503,0.423447,2_235258080,9.93816,2.84038e-23,0.0391774,cg21758672,0.00178375249548155,FALSE
2,235852752,.,2503,0.436318,2_235852752,-7.71925,1.17012e-14,0.1422183,cg20351405,0.372249063825263,FALSE
2,236112416,.,2503,0.439156,2_236112416,-4.75484,1.98606e-06,0.076153,cg22634487,0.0816234116530621,FALSE
2,236136582,.,2503,0.524316,2_236136582,,,-0.1123545,cg21426003,0.238660571194563,FALSE
2,236140207,.,2503,0.508765,2_236140207,8.58951,8.73408e-18,-0.1790265,cg19215671,0.501537649778114,FALSE
2,236143656,.,2503,0.476184,2_236143656,8.60769,7.45466e-18,-0.0890975,cg24812442,0.132052811674325,FALSE
2,236146154,.,2503,0.461267,2_236146154,8.89085,6.06435e-19,-0.0621556,cg19052355,0.0385455920050087,FALSE
2,236165133,.,2503,0.435342,2_236165133,9.51991,1.73332e-21,-0.3317511,cg06971577,0.76689938139621,FALSE
2,236211591,.,2503,0.473855,2_236211591,8.19856,2.43288e-16,-0.1789957,cg01518113,0.501403769899866,FALSE
2,236215566,.,2503,0.502325,2_236215566,5.95629,2.58026e-09,-0.1400013,cg10244525,0.363243673191342,FALSE
2,236796786,.,2503,0.430147,2_236796786,11.281,1.62967e-29,0.0791121,cg02834447,0.0920857303738005,FALSE
2,236805328,.,2503,0.463321,2_236805328,9.29889,1.41916e-20,-0.1280909,cg06888209,0.311865301091909,FALSE
2,237221721,.,2503,0.448234,2_237221721,11.5556,6.91601e-31,0.1420224,cg18401108,0.371441846912297,FALSE
2,237572043,.,2503,0.428582,2_237572043,9.60446,7.65585e-22,0.4021498,cg20070985,0.843002216893278,FALSE
2,238504531,.,2503,0.477251,2_238504531,10.7395,6.64092e-27,0.1652197,cg16061528,0.458129068077918,FALSE
3,10098987,.,2503,0.487785,3_10098987,10.4632,1.27515e-25,0.1310952,cg09876440,0.32563524033407,FALSE
3,12470153,.,2503,0.531669,3_12470153,6.45108,1.11057e-10,0.3389156,cg24847846,0.775286562004103,FALSE
3,12538747,.,2503,0.503027,3_12538747,,,0.0978394,cg15868235,0.170988230383645,FALSE
3,12815357,.,2503,0.442496,3_12815357,,,-0.2996468,cg02217386,0.731106202182242,FALSE
3,14805814,.,2503,0.441244,3_14805814,,,0.0840626,cg03193589,0.111206927102406,FALSE
3,23664877,.,2503,0.514342,3_23664877,9.99609,1.58538e-23,0.4831349,cg18648917,0.900192550766069,FALSE
3,25725811,.,2503,0.547646,3_25725811,9.79119,1.22841e-22,0.2858414,cg12676444,0.714134958792561,FALSE
3,27084161,.,2503,0.417241,3_27084161,,,-0.3867902,cg02860705,0.828598317051178,FALSE
3,39254614,.,2503,0.438021,3_39254614,-7.0378,1.95299e-12,-0.0930045,cg03296370,0.148850798750979,FALSE
3,41709655,.,2503,0.438654,3_41709655,11.0871,1.4486e-28,0.1618473,cg19473056,0.446509082174682,FALSE
3,45428839,.,2503,0.447315,3_45428839,-7.75262,9.00159e-15,-0.2373367,cg13510812,0.638957469512795,FALSE
3,45978230,.,2503,0.455578,3_45978230,12.6705,8.61372e-37,-0.394647,cg19145607,0.836154654885237,FALSE
3,46108627,.,2503,0.480045,3_46108627,-6.49665,8.21278e-11,0.0715639,cg22584157,0.0662862903067031,FALSE
3,46860164,.,2503,0.461812,3_46860164,9.3243,1.11715e-20,0.1173722,cg10123201,0.262258868557523,FALSE
3,53152688,.,2503,0.438585,3_53152688,9.68699,3.42478e-22,0.1524339,cg15321908,0.412149205186664,FALSE
3,57175169,.,2503,0.442968,3_57175169,-6.96323,3.3256e-12,0.042924,cg10608341,0.00409908686047748,FALSE
3,66489204,.,2503,0.547833,3_66489204,11.4282,3.02343e-30,-1.2474265,cg26131019,0.99687351107856,TRUE
3,71037463,.,2503,0.536931,3_71037463,11.263,1.99887e-29,0.2466595,cg04320255,0.655783020093795,FALSE
3,72572910,.,2503,0.434492,3_72572910,9.39369,5.79315e-21,0.3916554,cg24613798,0.833264424572471,FALSE
3,87402044,.,2503,0.445492,3_87402044,10.6307,2.14461e-26,-0.1568038,cg27392286,0.428474675045972,FALSE
