"chr","start","end","details"
"chr8",12890763,12890763,"Xu breast cancer EWAS top sites"
"chr2",1979712,1979712,"Xu breast cancer EWAS top sites"
"chr8",31033104,31033104,"Xu breast cancer EWAS top sites"
"chr7",16399226,16399226,"Xu breast cancer EWAS top sites"
"chr12",20551719,20551719,"Xu breast cancer EWAS top sites"
"chr3",78115560,78115560,"Xu breast cancer EWAS top sites"
"chr12",75334324,75334324,"Xu breast cancer EWAS top sites"
"chr12",116910655,116910655,"Xu breast cancer EWAS top sites"
"chr18",33578563,33578563,"Xu breast cancer EWAS top sites"
"chr15",70702675,70702675,"Xu breast cancer EWAS top sites"
"chr11",48132280,48132280,"Xu breast cancer EWAS top sites"
"chr14",71474340,71474340,"Xu breast cancer EWAS top sites"
"chr7",158651633,158651633,"Xu breast cancer EWAS top sites"
"chr7",16399077,16399077,"Xu breast cancer EWAS top sites"
"chr7",148887592,148887592,"Xu breast cancer EWAS top sites"
"chr5",58583126,58583126,"Xu breast cancer EWAS top sites"
"chr10",45662647,45662647,"Xu breast cancer EWAS top sites"
"chr6",96898072,96898072,"Xu breast cancer EWAS top sites"
"chr2",119350169,119350169,"Xu breast cancer EWAS top sites"
"chr1",193186143,193186143,"Xu breast cancer EWAS top sites"
"chr5",95786830,95786830,"Xu breast cancer EWAS top sites"
"chr14",92963908,92963908,"Xu breast cancer EWAS top sites"
"chr14",102777052,102777052,"Xu breast cancer EWAS top sites"
"chr2",63379001,63379001,"Xu breast cancer EWAS top sites"
"chr3",155889476,155889476,"Xu breast cancer EWAS top sites"
"chr6",163414085,163414085,"Xu breast cancer EWAS top sites"
"chr7",47758077,47758077,"Xu breast cancer EWAS top sites"
"chr6",27173879,27173879,"Xu breast cancer EWAS top sites"
"chr1",53448413,53448413,"Xu breast cancer EWAS top sites"
"chr1",151331441,151331441,"Xu breast cancer EWAS top sites"
"chr19",45063922,45063922,"Xu breast cancer EWAS top sites"
"chr18",33578585,33578585,"Xu breast cancer EWAS top sites"
"chr12",56484539,56484539,"Xu breast cancer EWAS top sites"
"chr17",56776410,56776410,"Xu breast cancer EWAS top sites"
"chr5",146485135,146485135,"Xu breast cancer EWAS top sites"
"chr7",81103033,81103033,"Xu breast cancer EWAS top sites"
"chr6",35575833,35575833,"Xu breast cancer EWAS top sites"
