#CHROM,POS,ID,OBS_CT,HUDSON_FST,coords,z.glm,p.glm,beta.godmc,cpg.godmc,pct.godmc
1,1743238,.,660,0.0294583,1_1743238,3.54535,0.000392089,-0.5203146,cg05132306,0.917939509920893
1,1750226,.,660,0.0525454,1_1750226,5.24123,1.59506e-07,0.1228694,cg08730434,0.288196126146346
1,1752461,.,660,0.0296281,1_1752461,3.79762,0.000146091,0.5051126,cg07419586,0.910981693895471
1,1759611,.,660,0.0296281,1_1759611,3.79762,0.000146091,-0.0779182,cg07719258,0.0877110084698711
1,1762287,.,660,0.0315223,1_1762287,3.91406,9.07565e-05,0.1631113,cg12150066,0.450946806374257
1,1764887,.,660,0.0315223,1_1764887,3.91406,9.07565e-05,-0.0782644,cg02577049,0.0888765509393249
1,1771864,.,660,0.0315223,1_1771864,3.91406,9.07565e-05,0.1535664,cg05262191,0.416425486003646
1,1772410,.,660,0.0274786,1_1772410,3.6588,0.000253398,-0.1521184,cg12406875,0.411066353230246
1,1790040,.,660,0.0315223,1_1790040,3.91406,9.07565e-05,0.3778519,cg24641654,0.819230663217291
1,1791493,.,660,0.0315223,1_1791493,3.91406,9.07565e-05,-0.0610591,cg10219957,0.0358640567965695
1,1792927,.,660,0.0355844,1_1792927,4.15623,3.23541e-05,0.0935476,cg24086442,0.15136301528987
1,1817295,.,660,0.0315223,1_1817295,3.91406,9.07565e-05,0.2047304,cg18231054,0.57103705716277
1,1819825,.,660,0.0397504,1_1819825,4.39332,1.1163e-05,0.3421269,cg15824543,0.779039136238527
1,1827774,.,660,0.0397504,1_1827774,4.39332,1.1163e-05,-0.2008853,cg16652392,0.561917474867991
1,1847030,.,660,0.0371264,1_1847030,4.23934,2.24175e-05,-0.117001,cg15260978,0.260431801983785
1,1860718,.,660,0.0371264,1_1860718,4.23934,2.24175e-05,0.1435515,cg06092084,0.377352249772601
1,1866508,.,660,0.0282512,1_1866508,3.70665,0.000210018,-0.3029176,cg11977488,0.734846963486232
1,1875208,.,660,0.0326379,1_1875208,3.97711,6.97586e-05,-0.0895231,cg03606098,0.133844439456763
1,1879567,.,660,0.0326379,1_1879567,3.97711,6.97586e-05,0.2167788,cg01826337,0.598202859516694
1,1881249,.,660,0.0326379,1_1881249,3.97711,6.97586e-05,0.2557586,cg01512113,0.670801192318445
1,1913254,.,660,0.042178,1_1913254,-4.06886,4.72433e-05,-0.0961544,cg23936745,0.163301950314815
1,1994663,.,660,0.0284581,1_1994663,3.54057,0.000399264,0.1460672,cg19370684,0.387503494658587
1,2056364,.,660,0.0252253,1_2056364,3.28426,0.0010225,0.2520648,cg12718519,0.664697844927725
1,2056554,.,660,0.0308712,1_2056554,3.65917,0.000253029,-0.1600552,cg00095688,0.440145850314421
1,2065495,.,660,0.0301543,1_2065495,3.6198,0.000294829,-0.1477786,cg17495046,0.394217176788379
1,2069856,.,660,0.0283402,1_2069856,3.55051,0.000384488,-0.0927073,cg08732456,0.147571064620667
1,2070417,.,660,0.03339,1_2070417,3.8605,0.000113157,0.1816219,cg20300514,0.509160927551298
1,2213543,.,660,0.03154,1_2213543,4.04121,5.31766e-05,0.5598336,cg16560209,0.932697797676003
1,2217853,.,660,0.0298623,1_2217853,3.71205,0.00020559,0.398103,cg12611488,0.839198453293642
1,2238353,.,660,0.0250728,1_2238353,3.62568,0.000288206,0.2862591,cg23682913,0.714682291235987
1,2252841,.,660,0.03154,1_2252841,3.791,0.000150045,0.0547859,cg25845463,0.0217633555022661
1,2290399,.,660,0.0265196,1_2290399,3.59616,0.000322953,-0.1539345,cg01979157,0.417843037655685
1,2295716,.,660,0.0242036,1_2295716,-2.53512,0.0112407,-0.1218918,cg12611488,0.283675711433735
1,2295719,.,660,0.0260341,1_2295719,-2.59127,0.00956223,0.1376879,cg14745270,0.353738201835729
1,2596901,.,660,0.0256593,1_2596901,3.98759,6.67491e-05,0.1503003,cg25221196,0.404065223126568
1,2866028,.,660,0.0385061,1_2866028,4.46845,7.87868e-06,-0.4403762,cg14790876,0.874318295472891
1,2867250,.,660,0.0371264,1_2867250,4.38487,1.16056e-05,-0.0698587,cg13556452,0.0607381506463642
1,2872148,.,660,0.0313454,1_2872148,3.90055,9.59742e-05,0.1055044,cg19802390,0.206442772258514
1,2889542,.,660,0.0438197,1_2889542,4.51559,6.31401e-06,0.4383071,cg16247931,0.872825928594773
1,2922233,.,660,0.0382665,1_2922233,-3.69094,0.00022343,0.1146554,cg07972116,0.249414275532665
1,2922443,.,660,0.0328137,1_2922443,-3.24234,0.00118554,-0.1130635,cg20776977,0.241999692863809
1,2923192,.,660,0.0280859,1_2923192,-3.26426,0.00109749,0.2504873,cg20608032,0.66211868844971
1,2927809,.,660,0.0353862,1_2927809,-3.57551,0.000349543,-0.0534896,cg21389723,0.0192944530416327
1,2931432,.,660,0.0323383,1_2931432,-3.41937,0.000627673,0.0621341,cg00646546,0.0384825897093625
1,3020251,.,660,0.0368897,1_3020251,-3.69574,0.000219246,-0.0945976,cg05348888,0.156261443776358
1,3067399,.,660,0.0464766,1_3067399,4.60527,4.11938e-06,0.069424,cg01514538,0.0594466035856182
1,3121966,.,660,0.0266938,1_3121966,3.99608,6.43993e-05,-0.8981292,cg05117823,0.985761481183971
1,3127617,.,660,0.0460062,1_3127617,4.3204,1.55748e-05,0.1325681,cg22851557,0.33181340295087
1,3128801,.,660,0.0431218,1_3128801,4.20983,2.55566e-05,-0.2139059,cg16348158,0.591776625360787
1,3164376,.,660,0.0258128,1_3164376,-2.9354,0.00333113,0.0922251,cg08247866,0.145625868742592
1,3202925,.,660,0.0310794,1_3202925,-3.11598,0.00183333,-0.29727,cg22729726,0.72837347760859
1,3207634,.,660,0.0328834,1_3207634,-3.33873,0.000841613,0.1717694,cg06099439,0.479242712406333
1,3213452,.,660,0.0419329,1_3213452,4.2151,2.4967e-05,0.4314729,cg04924128,0.867821183734382
1,3214671,.,660,0.0369671,1_3214671,3.91652,8.98356e-05,0.1521499,cg22976360,0.411180544891104
1,3216858,.,660,0.0448301,1_3216858,4.30573,1.66438e-05,0.1287914,cg12408250,0.315031166448128
1,3217767,.,660,0.0254941,1_3217767,3.66136,0.000250877,-0.2362337,cg08266202,0.637004398347765
1,3220635,.,660,0.0498452,1_3220635,4.53978,5.63123e-06,0.2114196,cg25150520,0.586185171622191
1,3223178,.,660,0.0539552,1_3223178,4.68229,2.83688e-06,-0.156113,cg10493186,0.425934895002737
1,3230466,.,660,0.034285,1_3230466,3.84068,0.000122696,0.146561,cg01777678,0.389492004614918
1,3294894,.,660,0.0248869,1_3294894,-3.03484,0.00240661,-0.057137,cg06824308,0.0266775345626656
1,3296027,.,660,0.0660554,1_3296027,-4.84274,1.28061e-06,0.0793344,cg11157172,0.0928063191302533
1,3297956,.,660,0.0667578,1_3297956,-4.84798,1.24726e-06,0.1216544,cg08642716,0.282506231320804
1,3300502,.,660,0.0563197,1_3300502,4.59857,4.25409e-06,0.2080441,cg19244263,0.578750900735946
1,3315814,.,660,0.0342093,1_3315814,3.69035,0.000223947,0.3692424,cg05573412,0.810185896148591
1,3356499,.,660,0.0445717,1_3356499,4.1772,2.95121e-05,-0.1869451,cg06970772,0.524675242854161
1,3685776,.,660,0.0303894,1_3685776,3.82705,0.000129688,0.2165918,cg23052055,0.597777594021082
1,3689023,.,660,0.0317914,1_3689023,4.2752,1.90964e-05,-0.8118768,cg11585071,0.979110801349824
1,3712356,.,660,0.0300605,1_3712356,4.18122,2.89945e-05,-0.2852305,cg13914636,0.71328049015786
1,3765117,.,660,0.0276674,1_3765117,3.91236,9.13982e-05,0.6861294,cg10625090,0.96346654381219
1,3765506,.,660,0.0402879,1_3765506,4.34403,1.39893e-05,0.1035835,cg00788699,0.19748069570285
1,3766936,.,660,0.0355844,1_3766936,4.07728,4.55655e-05,-0.1679561,cg09275693,0.46703995526837
1,3767757,.,660,0.0436314,1_3767757,4.51994,6.1858e-06,-0.1432973,cg09251492,0.376348150685741
1,3772081,.,660,0.045955,1_3772081,4.63861,3.50758e-06,-0.14278,cg03336586,0.374465957103312
1,3774926,.,660,0.0370674,1_3774926,4.15489,3.25439e-05,-0.1617816,cg16349667,0.446276761209487
1,3779436,.,660,0.0377863,1_3779436,-4.06334,4.83752e-05,0.3615832,cg07586042,0.801842029618954
1,3788662,.,660,0.0375067,1_3788662,4.26607,1.98943e-05,-0.3381042,cg12551983,0.774282462917243
1,3794629,.,660,0.0481715,1_3794629,-4.54879,5.39564e-06,0.1433998,cg01782523,0.376737977390051
1,3803759,.,660,0.0296566,1_3803759,-3.53164,0.000412985,0.1069746,cg11416533,0.213361211849157
1,3803768,.,660,0.0437644,1_3803768,-4.30415,1.67631e-05,0.0580288,cg01535630,0.0287290468146433
1,3808878,.,660,0.0267971,1_3808878,3.49282,0.00047795,-0.0943799,cg10444080,0.155225843541674
1,3832124,.,660,0.0265603,1_3832124,3.5962,0.000322893,0.3156286,cg06543160,0.748912225989234
1,3855711,.,660,0.034285,1_3855711,4.01892,5.84644e-05,0.0571594,cg09357795,0.0267011604235329
1,3856542,.,660,0.0265603,1_3856542,3.5962,0.000322894,-0.1028888,cg12083024,0.194141574033604
1,4060067,.,660,0.0676685,1_4060067,4.79091,1.66026e-06,-0.074551,cg16686279,0.0761737130796703
1,5679177,.,660,0.0344009,1_5679177,3.78728,0.000152305,0.1270244,cg06444125,0.306958997318465
1,6019332,.,660,0.0322633,1_6019332,-3.26796,0.00108325,-0.2241967,cg13928313,0.613469103280451
1,6022033,.,660,0.0249032,1_6022033,-2.70917,0.00674516,-0.2919669,cg13609505,0.721809425930957
1,6395835,.,660,0.0243633,1_6395835,-3.23543,0.00121461,-0.0758104,cg05382282,0.0804421186096968
1,6813872,.,660,0.0284581,1_6813872,3.72191,0.000197719,-0.0971085,cg04353586,0.167704235723089
1,7136065,.,660,0.0296167,1_7136065,-3.28088,0.00103482,-0.0914429,cg10511357,0.142141054264665
1,7501170,.,660,0.162626,1_7501170,-5.17474,2.28224e-07,0.3017719,cg24501872,0.733555416425486
1,7658266,.,660,0.0267066,1_7658266,3.82243,0.000132145,0.5339493,cg26816564,0.923487649581232
1,8188966,.,660,0.0271525,1_8188966,-2.86006,0.00423558,-0.4274239,cg04908588,0.864521438499915
1,8321704,.,660,0.0248462,1_8321704,3.65984,0.00025237,0.1506721,cg01447281,0.405652093448155
1,8329655,.,660,0.0250587,1_8329655,3.69389,0.000220853,0.0918541,cg12711814,0.143983871412315
1,8359569,.,660,0.0262171,1_8359569,3.30155,0.000961536,0.1091829,cg00120948,0.223614835465567
1,9209660,.,660,0.0265484,1_9209660,-3.13141,0.0017397,0.3654733,cg22601917,0.806126185722892
1,10508220,.,660,0.0262171,1_10508220,3.22601,0.00125529,0.1411904,cg04015962,0.368051535877839
1,10785783,.,660,0.0411418,1_10785783,4.62582,3.73114e-06,-0.4246764,cg00787856,0.862422674526203
1,11612552,.,660,0.0399581,1_11612552,-3.70049,0.000215182,0.1488669,cg15965566,0.398717903283601
1,11615473,.,660,0.0287542,1_11615473,3.25984,0.00111474,0.192491,cg18792022,0.540725077670018
1,11676543,.,660,0.0246199,1_11676543,3.35459,0.000794837,0.2026012,cg07789904,0.565866931276308
1,12532652,.,660,0.0256593,1_12532652,3.56894,0.000358429,0.09462,cg02086195,0.156363822506783
1,14930407,.,660,0.0288726,1_14930407,-3.19754,0.00138604,0.1445232,cg24943198,0.381356833189609
1,15105327,.,660,0.0319348,1_15105327,4.02382,5.72628e-05,-0.172286,cg24349832,0.480813832154009
1,15116930,.,660,0.0301089,1_15116930,3.92907,8.52755e-05,0.4467864,cg00341297,0.87865757858552
1,15205347,.,660,0.0256593,1_15205347,3.98759,6.6749e-05,0.0878411,cg15522517,0.12672124240527
1,15232209,.,660,0.0327476,1_15232209,-3.29459,0.000985643,0.1051265,cg21005438,0.204686583267378
1,15267470,.,660,0.0390731,1_15267470,3.92523,8.66473e-05,0.2477648,cg02394978,0.657700652467524
1,15790823,.,660,0.025187,1_15790823,3.62692,0.000286818,0.0756954,cg21214613,0.080028666044519
1,16071880,.,660,0.0663187,1_16071880,-4.768,1.86067e-06,-0.1246498,cg24879614,0.296232856484708
1,16080094,.,660,0.0261771,1_16080094,3.046,0.00231908,-0.0897063,cg20167471,0.13468709516103
1,16080989,.,660,0.0458276,1_16080989,4.04832,5.15866e-05,-0.084812,cg08163163,0.114175910284731
1,16082325,.,660,0.0345741,1_16082325,3.57934,0.000344469,0.6205027,cg18800143,0.949913174961313
1,16107183,.,660,0.0321776,1_16107183,3.67998,0.000233256,0.1631597,cg23105827,0.451151563835107
1,16232343,.,660,0.0366946,1_16232343,4.31309,1.60992e-05,-0.377984,cg10623389,0.819396044243362
1,16270047,.,660,0.0291063,1_16270047,3.8623,0.000112324,-0.0534881,cg10335333,0.0192905153981548
1,16303374,.,660,0.035913,1_16303374,4.27364,1.92306e-05,-0.1213465,cg21459919,0.281037490303553
1,16376953,.,660,0.0265151,1_16376953,3.65782,0.000254368,0.2554225,cg27227029,0.670253859875019
1,16412468,.,660,0.0285453,1_16412468,3.38101,0.000722196,-0.088154,cg18117094,0.127973413031237
1,16432588,.,660,0.042838,1_16432588,4.47545,7.62516e-06,-0.1127848,cg23205676,0.240637268220461
1,16439071,.,660,0.0330732,1_16439071,3.63457,0.000278443,-0.4035957,cg02440562,0.844238636945334
1,16456197,.,660,0.0353702,1_16456197,3.89761,9.7147e-05,0.0434588,cg22874802,0.00451253942565532
1,16466904,.,660,0.0461316,1_16466904,4.41255,1.0216e-05,-0.3688252,cg13678243,0.809713378931245
1,16472407,.,660,0.0388623,1_16472407,4.05123,5.09487e-05,-0.2600502,cg01327202,0.677664504900397
1,19321204,.,660,0.0307233,1_19321204,3.26267,0.00110367,-0.4365254,cg24593138,0.871538319177505
1,19646092,.,660,0.029175,1_19646092,-3.43355,0.000595722,-0.0792679,cg01832549,0.0925976240259254
1,20578605,.,660,0.0258128,1_20578605,-2.9735,0.00294426,0.2686982,cg02994025,0.690383093333963
1,22019154,.,660,0.0510524,1_22019154,-4.35856,1.30919e-05,-0.1090789,cg07570835,0.223162006465611
1,22997974,.,660,0.0296281,1_22997974,3.59744,0.000321365,0.1267003,cg21105827,0.305458755153391
1,23395354,.,660,0.0252847,1_23395354,-3.03975,0.00236771,0.2029083,cg15692032,0.566583582389283
1,27954902,.,660,0.0242092,1_27954902,-2.91727,0.00353112,-0.2683542,cg21775279,0.689859386751405
1,28187516,.,660,0.040615,1_28187516,-3.78229,0.00015539,0.1428389,cg21168982,0.374694340425029
1,29254578,.,660,0.0353047,1_29254578,3.58713,0.000334332,0.1017972,cg21787390,0.188987198721053
1,29349937,.,660,0.025914,1_29349937,3.68557,0.000228196,-0.1066707,cg23955860,0.211983036631897
1,30695423,.,660,0.0270139,1_30695423,3.16987,0.00152507,0.1747365,cg01022916,0.488504049866317
1,30734110,.,660,0.026482,1_30734110,-3.08266,0.00205157,0.0432629,cg14032195,0.00433928311262842
1,31525881,.,660,0.029029,1_31525881,3.89143,9.9656e-05,-0.0787743,cg06209197,0.0907508692347978
1,35070852,.,660,0.0285063,1_35070852,-3.5296,0.000416187,0.205953,cg17481638,0.574041479136396
1,37472669,.,660,0.0350714,1_37472669,-2.19033,0.0285003,-0.794635,cg07348300,0.977598746254317
1,39125917,.,660,0.0282104,1_39125917,-2.93287,0.00335842,0.1931554,cg04921771,0.542670273548092
1,40015428,.,660,0.035667,1_40015428,4.06492,4.80488e-05,-0.5947504,cg00695362,0.943345185640202
1,40098690,.,660,0.0282542,1_40098690,-3.35319,0.000798873,-0.1158137,cg17130791,0.254710406010419
1,41504302,.,660,0.0394708,1_41504302,4.33666,1.44665e-05,-0.2666004,cg23226358,0.687378671360338
1,42414240,.,660,0.0543132,1_42414240,4.32835,1.50228e-05,-0.1048636,cg10197057,0.20337928563272
1,42901972,.,660,0.0264288,1_42901972,3.58602,0.000335759,0.0811302,cg25852273,0.0994018719557094
1,43061008,.,660,0.0471459,1_43061008,4.41215,1.02349e-05,0.3935202,cg13379971,0.835095428789687
1,43991633,.,660,0.0485599,1_43991633,-4.51032,6.47302e-06,-0.0940012,cg20796027,0.153477529837493
1,44014421,.,660,0.218481,1_44014421,-5.75851,8.48619e-09,-0.0712072,cg20685977,0.0650577455416032
1,44362112,.,660,0.0258998,1_44362112,-3.16644,0.00154319,0.0650381,cg12548634,0.0464011907433877
1,44364430,.,660,0.0298623,1_44364430,3.94209,8.07739e-05,0.1729431,cg08533162,0.482979536066846
1,44398377,.,660,0.0257282,1_44398377,-2.95171,0.00316017,0.1828133,cg21686694,0.51261817852488
1,44412837,.,660,0.0315075,1_44412837,3.68273,0.000230754,0.7021388,cg15830864,0.966120515516284
1,44412877,.,660,0.0281199,1_44412877,3.51561,0.000438737,0.51619,cg16104276,0.916084879842809
1,44472302,.,660,0.0276524,1_44472302,3.3665,0.000761297,0.1675559,cg11519930,0.465783846998925
1,46581769,.,660,0.0255738,1_46581769,-2.8895,0.00385854,-0.1190912,cg16039867,0.270338912974141
1,47194715,.,660,0.028612,1_47194715,-3.08222,0.00205461,0.1032343,cg10380348,0.195854448946484
1,47227548,.,660,0.0395179,1_47227548,4.07314,4.63828e-05,0.1763432,cg06432479,0.493351288987593
1,47236696,.,660,0.0440106,1_47236696,4.4557,8.36194e-06,0.1613048,cg06955484,0.444567823940085
1,47545664,.,660,0.0257241,1_47545664,-3.16556,0.00154785,0.1247567,cg16674327,0.29665812198032
1,47701354,.,660,0.033548,1_47701354,3.53328,0.000410442,-0.0930888,cg01260146,0.149252438385724
1,48428177,.,660,0.0246199,1_48428177,3.59438,0.000325167,-0.1025597,cg17874478,0.192538953138105
1,52663447,.,660,0.0297988,1_52663447,3.62602,0.000287825,-0.4236693,cg08736216,0.861658771691494
1,52669483,.,660,0.0276595,1_52669483,-3.13915,0.0016944,0.2315625,cg00738178,0.628026571218189
1,52695948,.,660,0.0252741,1_52695948,3.27074,0.00107265,-0.1578048,cg09128567,0.43229418921952
1,52729809,.,660,0.0319722,1_52729809,3.57237,0.000353759,-0.1190309,cg24466241,0.270023901495911
1,52768869,.,660,0.039513,1_52768869,4.04185,5.30311e-05,0.2701254,cg00397635,0.692584236038101
1,52774540,.,660,0.039513,1_52774540,4.04185,5.30311e-05,-0.111882,cg18046365,0.236313735681744
1,52776458,.,660,0.0313693,1_52776458,-3.51597,0.000438143,-0.178739,cg06600287,0.50057686476951
1,52898377,.,660,0.0487246,1_52898377,4.5265,5.99679e-06,0.0905678,cg23092823,0.138416043534586
1,52991092,.,660,0.0259955,1_52991092,-3.1175,0.00182391,0.2116928,cg05414613,0.586842758082998
1,53045303,.,660,0.0279002,1_53045303,-3.41984,0.000626584,0.1584025,cg09167911,0.434518957784524
1,53079807,.,660,0.0259974,1_53079807,3.33105,0.000865182,-0.1164212,cg12689055,0.257632137471009
1,53096548,.,660,0.0363266,1_53096548,-3.96829,7.23917e-05,0.2311558,cg09362543,0.627227229592178
1,53241157,.,660,0.0266938,1_53241157,3.99608,6.43994e-05,-0.3475719,cg14037393,0.785453557464
1,53331908,.,660,0.0267745,1_53331908,3.28241,0.00102924,0.0953757,cg13094926,0.159655692454294
1,53336783,.,660,0.0289215,1_53336783,-2.82089,0.00478906,0.8848479,cg17441401,0.984883386688402
1,53418785,.,660,0.0330551,1_53418785,-3.28808,0.00100872,-0.4909894,cg10130718,0.904271949409157
1,53418917,.,660,0.0330513,1_53418917,-3.52583,0.000422161,-0.0719126,cg06645987,0.0674203316283337
1,53426319,.,660,0.0356204,1_53426319,-3.58498,0.000337098,0.1088245,cg16117789,0.221996463996157
1,53442625,.,660,0.0264777,1_53442625,-3.04891,0.00229671,-0.2471971,cg09254853,0.656767430963266
1,53580544,.,660,0.0365156,1_53580544,3.94466,7.99143e-05,0.216171,cg08927728,0.596785307864655
1,53582209,.,660,0.0339564,1_53582209,3.83778,0.000124151,0.2494187,cg16254946,0.660330998310751
1,53637702,.,660,0.0297988,1_53637702,3.62602,0.000287825,0.0791596,cg22800711,0.0922550490433495
1,54304768,.,660,0.0258197,1_54304768,3.79682,0.000146563,-0.3277986,cg24341759,0.762378966683599
1,54342762,.,660,0.0330579,1_54342762,3.95513,7.64936e-05,-0.2631743,cg05628400,0.682495993447761
1,54352426,.,660,0.0300866,1_54352426,3.6345,0.000278516,0.1238449,cg04561731,0.292657476206789
1,54481309,.,660,0.0252847,1_54481309,3.09721,0.00195348,-0.2919928,cg04158878,0.72184092707878
1,54488634,.,660,0.0277449,1_54488634,3.47892,0.000503431,-0.2122276,cg15582833,0.588130367500266
1,54492511,.,660,0.0335777,1_54492511,-3.50354,0.000459123,0.0642797,cg03389907,0.0443063644131533
1,54502950,.,660,0.0247931,1_54502950,-3.0876,0.00201778,-0.1795095,cg06897860,0.502978827291019
1,54629161,.,660,0.0441425,1_54629161,4.31159,1.62086e-05,-0.0632344,cg08168431,0.0415460763351565
1,54641633,.,660,0.0253904,1_54641633,-2.7224,0.0064809,-0.1641117,cg03986989,0.454380431486972
1,55474087,.,660,0.0272354,1_55474087,3.64687,0.000265456,-0.2050054,cg07048504,0.571690705980099
1,58257576,.,660,0.0334276,1_58257576,3.88826,0.000100967,-0.1366764,cg02774129,0.349477671592659
1,58265445,.,660,0.0264288,1_58265445,3.39127,0.000695704,-0.0748423,cg17479898,0.0770636205056722
1,61029938,.,660,0.0371287,1_61029938,-3.59393,0.000325728,0.1319918,cg17090891,0.32943112864675
1,61057208,.,660,0.0487512,1_61057208,-3.77576,0.000159521,-0.1965508,cg25369553,0.55127402454727
1,61092333,.,660,0.0271501,1_61092333,-2.99959,0.00270347,-0.1461048,cg10628205,0.387629499249879
1,61096468,.,660,0.0311049,1_61096468,-3.19506,0.00139803,-0.1751114,cg12079303,0.489677467622727
1,61180704,.,660,0.0403533,1_61180704,-3.5076,0.000452176,-0.1085212,cg12262372,0.22061435113542
1,61199169,.,660,0.0515613,1_61199169,-4.32068,1.55548e-05,-0.1744704,cg25001190,0.487602329509882
1,62293366,.,660,0.0261562,1_62293366,-3.07447,0.00210875,0.0653458,cg09353705,0.0472910981693896
1,62953419,.,660,0.0277518,1_62953419,-3.42435,0.000616262,-0.3865331,cg00979260,0.828338432581637
1,63831874,.,660,0.0243577,1_63831874,-3.19135,0.00141611,-0.1729048,cg06743782,0.482857469119031
1,63874868,.,660,0.0275808,1_63874868,-3.26341,0.00110081,-0.0800642,cg19320261,0.0954878543386925
1,63887802,.,660,0.0252748,1_63887802,-3.20695,0.00134152,0.1351893,cg05591605,0.343145940880221
1,63904378,.,660,0.0257038,1_63904378,-3.27856,0.00104339,-0.084438,cg27510001,0.112616603467489
1,65143011,.,660,0.0257196,1_65143011,-3.33607,0.000849713,0.6719661,cg23013958,0.960871636760264
1,66937149,.,660,0.0243603,1_66937149,-2.62883,0.00856792,0.7707772,cg14626797,0.975149532011073
1,67144956,.,660,0.027813,1_67144956,3.2999,0.000967186,-0.0787451,cg06952660,0.0906524281478506
1,67152073,.,660,0.0281176,1_67152073,3.3309,0.00086565,-0.0859946,cg10375381,0.119050712910352
1,67655827,.,660,0.0262979,1_67655827,3.27038,0.00107402,-0.3900948,cg03935359,0.831756307120441
1,67719551,.,660,0.0252748,1_67719551,3.24636,0.00116892,0.1874788,cg17125585,0.52627786374966
1,68067092,.,660,0.0409649,1_68067092,-3.89384,9.86681e-05,0.3951679,cg09118625,0.83661535917215
1,69504806,.,660,0.0381618,1_69504806,3.69045,0.000223861,0.3796862,cg17177995,0.821148295591021
1,69537050,.,660,0.0268805,1_69537050,3.21892,0.00128675,0.1528073,cg13057857,0.413598257986525
1,69549696,.,660,0.0348217,1_69549696,3.52253,0.000427454,-0.0814766,cg13448816,0.100874550616438
1,72774619,.,660,0.0389443,1_72774619,4.4862,7.25056e-06,-0.0904525,cg06853489,0.137884461665072
