"chr","start","end","details"
"chr3","69925441","69925441","EN-RAGE EpiScore"
"chr2","218854125","218854125","MMP12 EpiScore"
"chr11","75320010","75320010","VEGFA EpiScore"
"chr2","232420224","232420224","MMP12 EpiScore"
"chr5","72600170","72600170","MMP12 EpiScore"
"chr1","40756799","40756799","MMP12 EpiScore"
"chr16","1561341","1561341","MMP12 EpiScore"
"chr16","82626712","82626712","IGFBP1 EpiScore"
"chr5","177502429","177502429","VEGFA EpiScore"
"chr14","36520383","36520383","MMP12 EpiScore"
"chr12","53248957","53248957","CXCL9 EpiScore"
"chr11","93543447","93543447","CXCL9 EpiScore"
"chr11","7037872","7037872","VEGFA EpiScore"
"chr15","40405390","40405390","MMP12 EpiScore"
"chr1","109483020","109483020","MMP12 EpiScore"
"chr5","176680426","176680426","MMP12 EpiScore"
"chr5","141121953","141121953","CXCL9 EpiScore"
"chr15","99250696","99250696","MMP12 EpiScore"
"chr3","31538984","31538984","MMP12 EpiScore"
"chr10","13586849","13586849","EN-RAGE EpiScore"
"chr10","13586849","13586849","OSM EpiScore"
"chr19","47780503","47780503","CXCL9 EpiScore"
"chr8","144522362","144522362","MMP12 EpiScore"
"chr7","138797835","138797835","MMP12 EpiScore"
"chr11","65027568","65027568","MMP12 EpiScore"
"chr13","113460703","113460703","VEGFA EpiScore"
"chr5","122571278","122571278","MMP12 EpiScore"
"chr1","222814775","222814775","MMP12 EpiScore"
"chr17","39981140","39981140","IGFBP1 EpiScore"
"chr3","42805478","42805478","TGF-Alpha EpiScore"
"chr2","9004376","9004376","IGFBP1 EpiScore"
"chr8","143084059","143084059","MMP12 EpiScore"
"chr19","55451756","55451756","TGF-Alpha EpiScore"
"chr19","55451756","55451756","VEGFA EpiScore"
"chr19","55451756","55451756","OSM EpiScore"
"chr4","1016020","1016020","MMP12 EpiScore"
"chr2","32156328","32156328","OSM EpiScore"
"chr8","59120367","59120367","HGF EpiScore"
"chr8","59120367","59120367","TGF-Alpha EpiScore"
"chr8","59120367","59120367","VEGFA EpiScore"
"chr8","59120367","59120367","OSM EpiScore"
"chr18","36067381","36067381","MMP12 EpiScore"
"chr10","92052286","92052286","MMP12 EpiScore"
"chr1","222817579","222817579","MMP12 EpiScore"
"chr21","46014088","46014088","TGF-Alpha EpiScore"
"chr13","27926989","27926989","TGF-Alpha EpiScore"
"chr16","1732904","1732904","MMP12 EpiScore"
"chr10","3517031","3517031","IGFBP1 EpiScore"
"chr10","94205822","94205822","IGFBP1 EpiScore"
"chr1","228212516","228212516","MMP12 EpiScore"
"chr19","2132076","2132076","MMP12 EpiScore"
"chr19","12667089","12667089","VEGFA EpiScore"
"chr5","115167986","115167986","MMP12 EpiScore"
"chr1","28247306","28247306","EN-RAGE EpiScore"
"chr2","110212520","110212520","VEGFA EpiScore"
"chr2","110212520","110212520","HGF EpiScore"
"chr20","61903158","61903158","MMP12 EpiScore"
"chr4","173371912","173371912","VEGFA EpiScore"
"chr9","112175460","112175460","CXCL9 EpiScore"
"chr12","76158956","76158956","TGF-Alpha EpiScore"
"chr12","76158956","76158956","VEGFA EpiScore"
"chr12","76158956","76158956","OSM EpiScore"
"chr12","76158956","76158956","EN-RAGE EpiScore"
"chr7","131323984","131323984","MMP12 EpiScore"
"chr14","35292214","35292214","IGFBP1 EpiScore"
"chr12","124454934","124454934","VEGFA EpiScore"
"chr12","124454934","124454934","TGF-Alpha EpiScore"
"chr12","124454934","124454934","EN-RAGE EpiScore"
"chr12","124454934","124454934","OSM EpiScore"
"chr3","40457904","40457904","MMP12 EpiScore"
"chr1","203127555","203127555","VEGFA EpiScore"
"chr1","203127555","203127555","TGF-Alpha EpiScore"
"chr1","203127555","203127555","CXCL9 EpiScore"
"chr1","203127555","203127555","HGF EpiScore"
"chr1","226815359","226815359","MMP12 EpiScore"
"chr19","18124019","18124019","IGFBP1 EpiScore"
"chr19","16889774","16889774","VEGFA EpiScore"
"chr11","416499","416499","VEGFA EpiScore"
"chr5","127290606","127290606","VEGFA EpiScore"
"chr5","127290606","127290606","HGF EpiScore"
"chr1","924628","924628","IGFBP1 EpiScore"
"chr11","92915732","92915732","MMP12 EpiScore"
"chr6","168196919","168196919","EN-RAGE EpiScore"
"chr6","168196919","168196919","TGF-Alpha EpiScore"
"chr6","168196919","168196919","HGF EpiScore"
"chr6","168196919","168196919","VEGFA EpiScore"
"chr17","76683515","76683515","VEGFA EpiScore"
"chr6","31794903","31794903","VEGFA EpiScore"
"chr3","46353700","46353700","MMP12 EpiScore"
"chr1","224064384","224064384","IGFBP1 EpiScore"
"chr1","246507426","246507426","MMP12 EpiScore"
"chr15","80712241","80712241","MMP12 EpiScore"
"chr16","57838523","57838523","IGFBP1 EpiScore"
"chr6","32166201","32166201","VEGFA EpiScore"
"chr1","99766126","99766126","HGF EpiScore"
"chr1","1087783","1087783","EN-RAGE EpiScore"
"chr10","123429301","123429301","MMP12 EpiScore"
"chr8","144052296","144052296","OSM EpiScore"
"chr3","31679954","31679954","MMP12 EpiScore"
"chr1","34782365","34782365","MMP12 EpiScore"
"chr6","46902591","46902591","MMP12 EpiScore"
"chr11","12159920","12159920","VEGFA EpiScore"
"chr11","12159920","12159920","EN-RAGE EpiScore"
"chr11","12159920","12159920","OSM EpiScore"
"chr15","22787484","22787484","MMP12 EpiScore"
"chr8","27618686","27618686","OSM EpiScore"
"chr5","35028811","35028811","MMP12 EpiScore"
"chr17","43984192","43984192","IGFBP1 EpiScore"
"chr1","20175065","20175065","MMP12 EpiScore"
"chr10","132133788","132133788","OSM EpiScore"
"chr2","71276116","71276116","CXCL9 EpiScore"
"chr19","45804220","45804220","MMP12 EpiScore"
"chr19","17348989","17348989","IGFBP1 EpiScore"
"chr6","34138008","34138008","MMP12 EpiScore"
"chr7","157279356","157279356","VEGFA EpiScore"
"chr7","152129045","152129045","TGF-Alpha EpiScore"
"chr16","1379050","1379050","VEGFA EpiScore"
"chr2","231709171","231709171","OSM EpiScore"
"chr6","29609229","29609229","EN-RAGE EpiScore"
"chr17","58282217","58282217","EN-RAGE EpiScore"
"chr17","58282217","58282217","HGF EpiScore"
"chr17","58282217","58282217","TGF-Alpha EpiScore"
"chr1","59926789","59926789","OSM EpiScore"
"chr10","7783936","7783936","TGF-Alpha EpiScore"
"chr14","23953628","23953628","IGFBP1 EpiScore"
"chr18","35501173","35501173","MMP12 EpiScore"
"chr22","19030360","19030360","HGF EpiScore"
"chr12","81078159","81078159","MMP12 EpiScore"
"chr16","68447640","68447640","VEGFA EpiScore"
"chr6","33161283","33161283","CXCL9 EpiScore"
"chr16","20110114","20110114","CXCL9 EpiScore"
"chr14","23953540","23953540","IGFBP1 EpiScore"
"chr11","133714674","133714674","VEGFA EpiScore"
"chr20","50193002","50193002","IGFBP1 EpiScore"
"chr2","84832887","84832887","OSM EpiScore"
"chr17","81528493","81528493","IGFBP1 EpiScore"
"chr7","123752711","123752711","MMP12 EpiScore"
"chr2","20557266","20557266","EN-RAGE EpiScore"
"chr19","37334486","37334486","MMP12 EpiScore"
"chr17","1137442","1137442","MMP12 EpiScore"
"chr1","205122273","205122273","VEGFA EpiScore"
"chr22","19761665","19761665","IGFBP1 EpiScore"
"chr6","28590229","28590229","IGFBP1 EpiScore"
"chr1","158830234","158830234","CXCL9 EpiScore"
"chr12","82358409","82358409","MMP12 EpiScore"
"chr1","75134439","75134439","MMP12 EpiScore"
"chr16","89657889","89657889","TGF-Alpha EpiScore"
"chr16","89657889","89657889","HGF EpiScore"
"chr16","89657889","89657889","EN-RAGE EpiScore"
"chr16","89657889","89657889","OSM EpiScore"
"chr16","89657889","89657889","VEGFA EpiScore"
"chr19","13757959","13757959","MMP12 EpiScore"
"chr5","123037247","123037247","IGFBP1 EpiScore"
"chr6","148935799","148935799","MMP12 EpiScore"
"chr11","33286723","33286723","TGF-Alpha EpiScore"
"chr11","33286723","33286723","OSM EpiScore"
"chr11","33286723","33286723","EN-RAGE EpiScore"
"chr17","38937145","38937145","TGF-Alpha EpiScore"
"chr5","373263","373263","OSM EpiScore"
"chr5","373263","373263","EN-RAGE EpiScore"
"chr5","373263","373263","TGF-Alpha EpiScore"
"chr5","373263","373263","MMP12 EpiScore"
"chr5","373263","373263","VEGFA EpiScore"
"chr5","373263","373263","HGF EpiScore"
"chr5","174190171","174190171","TGF-Alpha EpiScore"
"chr10","122050517","122050517","MMP12 EpiScore"
"chr3","111674068","111674068","MMP12 EpiScore"
"chr12","12557801","12557801","VEGFA EpiScore"
"chr3","59717843","59717843","EN-RAGE EpiScore"
"chr5","141688164","141688164","OSM EpiScore"
"chr5","141688164","141688164","HGF EpiScore"
"chr6","73586198","73586198","MMP12 EpiScore"
"chr16","682216","682216","MMP12 EpiScore"
"chr6","136917686","136917686","IGFBP1 EpiScore"
"chr12","203429","203429","EN-RAGE EpiScore"
"chr16","56669488","56669488","EN-RAGE EpiScore"
"chr15","89358225","89358225","MMP12 EpiScore"
"chr11","1036727","1036727","VEGFA EpiScore"
"chr13","112074262","112074262","VEGFA EpiScore"
"chr5","134561964","134561964","TGF-Alpha EpiScore"
"chr8","22148866","22148866","OSM EpiScore"
"chr8","22148866","22148866","TGF-Alpha EpiScore"
"chr5","132426954","132426954","MMP12 EpiScore"
"chr2","26763682","26763682","VEGFA EpiScore"
"chr21","46383596","46383596","OSM EpiScore"
"chr7","5374241","5374241","MMP12 EpiScore"
"chr17","81085575","81085575","IGFBP1 EpiScore"
"chr1","153360874","153360874","EN-RAGE EpiScore"
"chr1","19398557","19398557","MMP12 EpiScore"
"chr12","69738428","69738428","IGFBP1 EpiScore"
"chr17","49575442","49575442","OSM EpiScore"
"chr17","49575442","49575442","TGF-Alpha EpiScore"
"chr5","136365406","136365406","MMP12 EpiScore"
"chr6","14844643","14844643","EN-RAGE EpiScore"
"chr21","42236477","42236477","IGFBP1 EpiScore"
"chr22","37745412","37745412","TGF-Alpha EpiScore"
"chr1","1671246","1671246","EN-RAGE EpiScore"
"chr1","1671246","1671246","OSM EpiScore"
"chr11","45332765","45332765","OSM EpiScore"
"chr16","68079065","68079065","MMP12 EpiScore"
"chr7","80615184","80615184","EN-RAGE EpiScore"
"chr17","41731473","41731473","MMP12 EpiScore"
"chr2","73234400","73234400","IGFBP1 EpiScore"
"chr4","138241654","138241654","IGFBP1 EpiScore"
"chr4","138241654","138241654","CXCL9 EpiScore"
"chr8","141253699","141253699","MMP12 EpiScore"
"chr17","64465276","64465276","MMP12 EpiScore"
"chr10","133024302","133024302","CXCL9 EpiScore"
"chr2","118310921","118310921","OSM EpiScore"
"chr2","118310921","118310921","TGF-Alpha EpiScore"
"chr2","118310921","118310921","EN-RAGE EpiScore"
"chr7","38359238","38359238","HGF EpiScore"
"chr7","38359238","38359238","TGF-Alpha EpiScore"
"chr8","123161493","123161493","IGFBP1 EpiScore"
"chr17","50835591","50835591","HGF EpiScore"
"chr5","54985443","54985443","OSM EpiScore"
"chr5","54985443","54985443","VEGFA EpiScore"
"chr17","80743183","80743183","HGF EpiScore"
"chr2","120344572","120344572","MMP12 EpiScore"
"chr16","68237795","68237795","IGFBP1 EpiScore"
"chr8","125436595","125436595","VEGFA EpiScore"
"chr6","28575893","28575893","OSM EpiScore"
"chr6","28575893","28575893","HGF EpiScore"
"chr6","28575893","28575893","EN-RAGE EpiScore"
"chr15","63998608","63998608","HGF EpiScore"
"chr11","10599945","10599945","MMP12 EpiScore"
"chr6","36979501","36979501","IGFBP1 EpiScore"
"chr4","169612577","169612577","OSM EpiScore"
"chr12","57094329","57094329","IGFBP1 EpiScore"
"chr18","24017492","24017492","MMP12 EpiScore"
"chr8","59120424","59120424","TGF-Alpha EpiScore"
"chr1","183144628","183144628","OSM EpiScore"
"chr1","183144628","183144628","EN-RAGE EpiScore"
"chr11","3626135","3626135","MMP12 EpiScore"
"chr8","94262625","94262625","IGFBP1 EpiScore"
"chr7","1032285","1032285","EN-RAGE EpiScore"
"chr3","17742487","17742487","MMP12 EpiScore"
"chr7","25726524","25726524","MMP12 EpiScore"
"chr13","111186757","111186757","VEGFA EpiScore"
"chr19","58060270","58060270","IGFBP1 EpiScore"
"chr5","72556637","72556637","IGFBP1 EpiScore"
"chr10","129855021","129855021","CXCL9 EpiScore"
"chr20","60087888","60087888","MMP12 EpiScore"
"chr19","1126343","1126343","VEGFA EpiScore"
"chr9","137462378","137462378","TGF-Alpha EpiScore"
"chr9","137462378","137462378","VEGFA EpiScore"
"chr16","86807047","86807047","IGFBP1 EpiScore"
"chr10","100571690","100571690","MMP12 EpiScore"
"chr16","51495532","51495532","MMP12 EpiScore"
"chr16","71462418","71462418","MMP12 EpiScore"
"chr1","114122995","114122995","HGF EpiScore"
"chr1","114122995","114122995","VEGFA EpiScore"
"chr1","114122995","114122995","OSM EpiScore"
"chr1","114122995","114122995","EN-RAGE EpiScore"
"chr1","114122995","114122995","TGF-Alpha EpiScore"
"chr16","56989110","56989110","CXCL9 EpiScore"
"chr5","123423976","123423976","MMP12 EpiScore"
"chr5","64165405","64165405","MMP12 EpiScore"
"chr12","3262724","3262724","OSM EpiScore"
"chr12","71686044","71686044","IGFBP1 EpiScore"
"chr18","36187252","36187252","OSM EpiScore"
"chr18","36187252","36187252","VEGFA EpiScore"
"chr7","130734398","130734398","MMP12 EpiScore"
"chr16","89136163","89136163","VEGFA EpiScore"
"chr6","12957848","12957848","HGF EpiScore"
"chr17","46851601","46851601","MMP12 EpiScore"
"chr14","76378328","76378328","EN-RAGE EpiScore"
"chr14","76378328","76378328","HGF EpiScore"
"chr2","156319594","156319594","MMP12 EpiScore"
"chr11","6269721","6269721","HGF EpiScore"
"chr13","47499309","47499309","IGFBP1 EpiScore"
"chr4","121823121","121823121","MMP12 EpiScore"
"chr13","111681280","111681280","OSM EpiScore"
"chr13","111681280","111681280","EN-RAGE EpiScore"
"chr16","58733345","58733345","TGF-Alpha EpiScore"
"chr20","44326832","44326832","EN-RAGE EpiScore"
"chr7","99735291","99735291","TGF-Alpha EpiScore"
"chr7","99735291","99735291","OSM EpiScore"
"chr16","57357917","57357917","MMP12 EpiScore"
"chr19","42697970","42697970","IGFBP1 EpiScore"
"chr11","2837391","2837391","HGF EpiScore"
"chr11","2837391","2837391","EN-RAGE EpiScore"
"chr11","2837391","2837391","VEGFA EpiScore"
"chr11","2837391","2837391","TGF-Alpha EpiScore"
"chr11","2837391","2837391","OSM EpiScore"
"chr6","161171189","161171189","MMP12 EpiScore"
"chr7","137546160","137546160","IGFBP1 EpiScore"
"chr7","4767873","4767873","HGF EpiScore"
"chr3","117018843","117018843","MMP12 EpiScore"
"chr11","133228529","133228529","TGF-Alpha EpiScore"
"chr1","36101651","36101651","VEGFA EpiScore"
"chr2","45643744","45643744","MMP12 EpiScore"
"chr11","45701259","45701259","IGFBP1 EpiScore"
"chr3","179267053","179267053","VEGFA EpiScore"
"chr16","16233384","16233384","TGF-Alpha EpiScore"
"chr16","16233384","16233384","VEGFA EpiScore"
"chr16","16233384","16233384","HGF EpiScore"
"chr19","32870411","32870411","VEGFA EpiScore"
"chr12","3213722","3213722","OSM EpiScore"
"chr5","107671864","107671864","VEGFA EpiScore"
"chr17","80255021","80255021","MMP12 EpiScore"
"chr4","169708617","169708617","OSM EpiScore"
"chr11","123366163","123366163","CXCL9 EpiScore"
"chr11","319667","319667","CXCL9 EpiScore"
"chr10","117139513","117139513","OSM EpiScore"
"chr10","117139513","117139513","VEGFA EpiScore"
"chr17","38898473","38898473","HGF EpiScore"
"chr17","38898473","38898473","OSM EpiScore"
"chr2","238240056","238240056","VEGFA EpiScore"
"chr1","165356316","165356316","OSM EpiScore"
"chr12","91179595","91179595","TGF-Alpha EpiScore"
"chr8","94950124","94950124","VEGFA EpiScore"
"chr6","2768382","2768382","IGFBP1 EpiScore"
"chr19","3548075","3548075","MMP12 EpiScore"
"chr5","54979370","54979370","TGF-Alpha EpiScore"
"chr20","16574988","16574988","VEGFA EpiScore"
"chr1","211134773","211134773","OSM EpiScore"
"chr6","28648863","28648863","MMP12 EpiScore"
"chr6","8435985","8435985","VEGFA EpiScore"
"chr6","8435985","8435985","OSM EpiScore"
"chr11","106076662","106076662","OSM EpiScore"
"chr17","17392035","17392035","HGF EpiScore"
"chr16","29987684","29987684","MMP12 EpiScore"
"chr5","163459879","163459879","TGF-Alpha EpiScore"
"chr5","163459879","163459879","OSM EpiScore"
"chr5","163459879","163459879","HGF EpiScore"
"chr20","35699462","35699462","MMP12 EpiScore"
"chr10","23439055","23439055","OSM EpiScore"
"chr6","41942281","41942281","MMP12 EpiScore"
"chr1","92482031","92482031","MMP12 EpiScore"
"chr16","31064521","31064521","EN-RAGE EpiScore"
"chr16","31064521","31064521","OSM EpiScore"
"chr16","31064521","31064521","TGF-Alpha EpiScore"
"chr6","32837982","32837982","MMP12 EpiScore"
"chr5","1765475","1765475","CXCL9 EpiScore"
"chr12","10408003","10408003","TGF-Alpha EpiScore"
"chr12","10408003","10408003","HGF EpiScore"
"chr12","10408003","10408003","OSM EpiScore"
"chr1","236762543","236762543","MMP12 EpiScore"
"chr17","82902543","82902543","IGFBP1 EpiScore"
"chr6","39091882","39091882","MMP12 EpiScore"
"chr22","41699364","41699364","CXCL9 EpiScore"
"chr7","23014280","23014280","EN-RAGE EpiScore"
"chr7","23014280","23014280","TGF-Alpha EpiScore"
"chr7","23014280","23014280","OSM EpiScore"
"chr4","103020048","103020048","CXCL9 EpiScore"
"chr2","30707131","30707131","EN-RAGE EpiScore"
"chr2","241911795","241911795","VEGFA EpiScore"
"chr5","107380205","107380205","EN-RAGE EpiScore"
"chr4","3870131","3870131","OSM EpiScore"
"chr12","38316898","38316898","VEGFA EpiScore"
"chr12","38316898","38316898","OSM EpiScore"
"chr12","38316898","38316898","HGF EpiScore"
"chr11","110479850","110479850","TGF-Alpha EpiScore"
"chr11","110479850","110479850","EN-RAGE EpiScore"
"chr11","110479850","110479850","HGF EpiScore"
"chr11","110479850","110479850","OSM EpiScore"
"chr11","9661094","9661094","EN-RAGE EpiScore"
"chr11","9661094","9661094","TGF-Alpha EpiScore"
"chr11","9661094","9661094","HGF EpiScore"
"chr11","9661094","9661094","VEGFA EpiScore"
"chr11","9661094","9661094","OSM EpiScore"
"chr5","138349876","138349876","VEGFA EpiScore"
"chr17","8365630","8365630","MMP12 EpiScore"
"chr1","65209193","65209193","VEGFA EpiScore"
"chr7","157488557","157488557","MMP12 EpiScore"
"chr6","30488187","30488187","IGFBP1 EpiScore"
"chr19","289902","289902","VEGFA EpiScore"
"chr10","125789759","125789759","MMP12 EpiScore"
"chr7","33109505","33109505","VEGFA EpiScore"
"chr4","1248488","1248488","MMP12 EpiScore"
"chr11","1786103","1786103","VEGFA EpiScore"
"chr2","68871437","68871437","EN-RAGE EpiScore"
"chr7","883188","883188","HGF EpiScore"
"chr10","129627018","129627018","IGFBP1 EpiScore"
"chr17","17826780","17826780","MMP12 EpiScore"
"chr17","17826780","17826780","IGFBP1 EpiScore"
"chr4","1326443","1326443","MMP12 EpiScore"
"chr6","139374535","139374535","MMP12 EpiScore"
"chr11","61579531","61579531","HGF EpiScore"
"chr8","15684501","15684501","IGFBP1 EpiScore"
"chr8","6622255","6622255","HGF EpiScore"
"chr8","6622255","6622255","VEGFA EpiScore"
"chr2","239303447","239303447","VEGFA EpiScore"
"chr2","239303447","239303447","OSM EpiScore"
"chr2","239303447","239303447","EN-RAGE EpiScore"
"chr2","239303447","239303447","HGF EpiScore"
"chr2","239303447","239303447","TGF-Alpha EpiScore"
"chr1","10474995","10474995","IGFBP1 EpiScore"
"chr2","176110206","176110206","MMP12 EpiScore"
"chr5","178616483","178616483","VEGFA EpiScore"
"chr6","30665681","30665681","MMP12 EpiScore"
"chr20","19210501","19210501","MMP12 EpiScore"
"chr4","105659138","105659138","MMP12 EpiScore"
"chr1","214552457","214552457","MMP12 EpiScore"
"chr1","40692156","40692156","VEGFA EpiScore"
"chr11","131917687","131917687","OSM EpiScore"
"chr6","28525723","28525723","IGFBP1 EpiScore"
"chr3","16370160","16370160","IGFBP1 EpiScore"
"chr10","132779841","132779841","MMP12 EpiScore"
"chr7","1943740","1943740","MMP12 EpiScore"
"chr2","241673511","241673511","MMP12 EpiScore"
"chr14","64720336","64720336","TGF-Alpha EpiScore"
"chr12","120266203","120266203","MMP12 EpiScore"
"chr5","96255213","96255213","MMP12 EpiScore"
"chr17","82162546","82162546","CXCL9 EpiScore"
"chr3","113264298","113264298","EN-RAGE EpiScore"
"chr6","3292735","3292735","IGFBP1 EpiScore"
"chr2","10043144","10043144","IGFBP1 EpiScore"
"chr19","37334777","37334777","MMP12 EpiScore"
"chr6","13611986","13611986","MMP12 EpiScore"
"chr3","186194007","186194007","MMP12 EpiScore"
"chr5","110738876","110738876","MMP12 EpiScore"
"chr3","140678247","140678247","OSM EpiScore"
"chr1","3079958","3079958","MMP12 EpiScore"
"chr2","115064462","115064462","EN-RAGE EpiScore"
"chr7","210075","210075","TGF-Alpha EpiScore"
"chr2","242013745","242013745","MMP12 EpiScore"
"chr5","108382271","108382271","TGF-Alpha EpiScore"
"chr12","109053431","109053431","VEGFA EpiScore"
"chr19","17553675","17553675","TGF-Alpha EpiScore"
"chr19","17553675","17553675","OSM EpiScore"
"chr7","135147792","135147792","MMP12 EpiScore"
"chr1","156104344","156104344","IGFBP1 EpiScore"
"chr2","197944666","197944666","IGFBP1 EpiScore"
"chr1","45338272","45338272","MMP12 EpiScore"
"chr5","141484907","141484907","MMP12 EpiScore"
"chr15","47405986","47405986","MMP12 EpiScore"
"chr11","33016246","33016246","CXCL9 EpiScore"
"chr1","6098631","6098631","VEGFA EpiScore"
"chr12","163469","163469","EN-RAGE EpiScore"
"chr15","62813005","62813005","MMP12 EpiScore"
"chr18","69400657","69400657","MMP12 EpiScore"
"chr7","129759409","129759409","VEGFA EpiScore"
"chr7","129759409","129759409","EN-RAGE EpiScore"
"chr7","129759409","129759409","TGF-Alpha EpiScore"
"chr7","129759409","129759409","OSM EpiScore"
"chr7","129759409","129759409","HGF EpiScore"
"chr22","21867309","21867309","EN-RAGE EpiScore"
"chr5","368279","368279","EN-RAGE EpiScore"
"chr10","117544593","117544593","MMP12 EpiScore"
"chr18","69957157","69957157","OSM EpiScore"
"chr14","93232070","93232070","IGFBP1 EpiScore"
"chr12","4115749","4115749","IGFBP1 EpiScore"
"chr13","52455453","52455453","MMP12 EpiScore"
"chr8","28083888","28083888","TGF-Alpha EpiScore"
"chr5","128083835","128083835","OSM EpiScore"
"chr14","77024680","77024680","IGFBP1 EpiScore"
"chr14","25053101","25053101","CXCL9 EpiScore"
"chr3","123653352","123653352","OSM EpiScore"
"chr3","123653352","123653352","VEGFA EpiScore"
"chr3","123653352","123653352","HGF EpiScore"
"chr1","2072783","2072783","MMP12 EpiScore"
"chr4","1548746","1548746","VEGFA EpiScore"
"chr1","153536066","153536066","TGF-Alpha EpiScore"
"chr12","123620882","123620882","HGF EpiScore"
"chr12","123620882","123620882","TGF-Alpha EpiScore"
"chr12","123620882","123620882","VEGFA EpiScore"
"chr11","74010329","74010329","MMP12 EpiScore"
"chr11","47507403","47507403","TGF-Alpha EpiScore"
"chr10","112373477","112373477","MMP12 EpiScore"
"chr7","78970949","78970949","VEGFA EpiScore"
"chr10","102436582","102436582","VEGFA EpiScore"
"chr21","38802867","38802867","VEGFA EpiScore"
"chr11","1232833","1232833","IGFBP1 EpiScore"
"chr1","4666697","4666697","MMP12 EpiScore"
"chr22","20064782","20064782","MMP12 EpiScore"
"chr5","139787592","139787592","MMP12 EpiScore"
"chr7","155763896","155763896","IGFBP1 EpiScore"
"chr5","177303159","177303159","MMP12 EpiScore"
"chr9","19657250","19657250","EN-RAGE EpiScore"
"chr13","37000688","37000688","HGF EpiScore"
"chr13","37000688","37000688","TGF-Alpha EpiScore"
"chr13","37000688","37000688","OSM EpiScore"
"chr19","2095644","2095644","CXCL9 EpiScore"
"chr10","46556114","46556114","IGFBP1 EpiScore"
"chr14","93927308","93927308","MMP12 EpiScore"
"chr11","66412312","66412312","IGFBP1 EpiScore"
"chr9","87499840","87499840","OSM EpiScore"
"chr9","76215594","76215594","EN-RAGE EpiScore"
"chr14","102088640","102088640","HGF EpiScore"
"chr9","133031003","133031003","TGF-Alpha EpiScore"
"chr9","128128005","128128005","CXCL9 EpiScore"
"chr2","166375710","166375710","MMP12 EpiScore"
"chr9","127978320","127978320","TGF-Alpha EpiScore"
"chr12","124774402","124774402","TGF-Alpha EpiScore"
"chr12","124774402","124774402","VEGFA EpiScore"
