"","identifier","gene","panel","cohort","cpg","coef","chr","pos","gene_start","gene_end","gene_chr","cpg_status"
"683","2771-35","IGFBP1","SomaScan","KORA","cg16856722",-0.00953041,3,9920535,45888360,45893660,"7","TRANS"
"684","2771-35","IGFBP1","SomaScan","KORA","cg20624041",-0.002016504,11,74204975,45888360,45893660,"7","TRANS"
"685","2771-35","IGFBP1","SomaScan","KORA","cg05298458",0.011814078,22,19749188,45888360,45893660,"7","TRANS"
"686","2771-35","IGFBP1","SomaScan","KORA","cg11211624",0.007467284,8,15542010,45888360,45893660,"7","TRANS"
"687","2771-35","IGFBP1","SomaScan","KORA","cg03013070",-0.005638219,10,95965579,45888360,45893660,"7","TRANS"
"688","2771-35","IGFBP1","SomaScan","KORA","cg22690075",-0.001525225,1,22109796,45888360,45893660,"7","TRANS"
"689","2771-35","IGFBP1","SomaScan","KORA","cg06690548",0.003596117,4,139162808,45888360,45893660,"7","TRANS"
"690","2771-35","IGFBP1","SomaScan","KORA","cg01396774",-0.00715608,2,218299024,45888360,45893660,"7","TRANS"
"691","2771-35","IGFBP1","SomaScan","KORA","cg17384769",-0.016963791,6,149336332,45888360,45893660,"7","TRANS"
"692","2771-35","IGFBP1","SomaScan","KORA","cg20458124",-0.010160019,1,25869988,45888360,45893660,"7","TRANS"
"693","2771-35","IGFBP1","SomaScan","KORA","cg17276103",0.012215129,1,85902974,45888360,45893660,"7","TRANS"
"694","2771-35","IGFBP1","SomaScan","KORA","cg15254990",-0.004063502,7,130794990,45888360,45893660,"7","TRANS"
"695","2771-35","IGFBP1","SomaScan","KORA","cg03493361",-0.027101254,14,35761420,45888360,45893660,"7","TRANS"
"696","2771-35","IGFBP1","SomaScan","KORA","cg25094735",-0.030016709,19,50848024,45888360,45893660,"7","TRANS"
"697","2771-35","IGFBP1","SomaScan","KORA","cg12944343",0.011026337,14,93698416,45888360,45893660,"7","TRANS"
"698","2771-35","IGFBP1","SomaScan","KORA","cg10235845",-0.018025221,17,80860419,45888360,45893660,"7","TRANS"
"699","2771-35","IGFBP1","SomaScan","KORA","cg17005223",0.001319011,5,77149950,45888360,45893660,"7","TRANS"
"700","2771-35","IGFBP1","SomaScan","KORA","cg14476101",0.042559604,1,120255992,45888360,45893660,"7","TRANS"
"701","2771-35","IGFBP1","SomaScan","KORA","cg27244482",0.002412483,5,149669488,45888360,45893660,"7","TRANS"
"702","2771-35","IGFBP1","SomaScan","KORA","cg25178683",-0.023174896,17,76976267,45888360,45893660,"7","TRANS"
"703","2771-35","IGFBP1","SomaScan","KORA","cg26538556",-0.000524083,13,95362829,45888360,45893660,"7","TRANS"
"704","2771-35","IGFBP1","SomaScan","KORA","cg07306755",0.012686549,8,95274853,45888360,45893660,"7","TRANS"
"705","2771-35","IGFBP1","SomaScan","KORA","cg11024682",-0.036241794,17,17730094,45888360,45893660,"7","TRANS"
"706","2771-35","IGFBP1","SomaScan","KORA","cg17338254",0.017310443,22,19752522,45888360,45893660,"7","TRANS"
"707","2771-35","IGFBP1","SomaScan","KORA","cg21813112",-0.002574492,1,115054104,45888360,45893660,"7","TRANS"
"708","2771-35","IGFBP1","SomaScan","KORA","cg12600692",-0.006552531,2,198809390,45888360,45893660,"7","TRANS"
"709","2771-35","IGFBP1","SomaScan","KORA","cg06500161",-0.069147093,21,43656587,45888360,45893660,"7","TRANS"
"710","2771-35","IGFBP1","SomaScan","KORA","cg15077792",-0.000459701,10,73324481,45888360,45893660,"7","TRANS"
"711","2771-35","IGFBP1","SomaScan","KORA","cg11263042",-0.000132664,1,10535052,45888360,45893660,"7","TRANS"
"712","2771-35","IGFBP1","SomaScan","KORA","cg05824502",-0.000739337,6,137238824,45888360,45893660,"7","TRANS"
"713","2771-35","IGFBP1","SomaScan","KORA","cg23355015",-0.001278572,11,64847796,45888360,45893660,"7","TRANS"
"714","2771-35","IGFBP1","SomaScan","KORA","cg06362985",-0.001186746,12,70132208,45888360,45893660,"7","TRANS"
"715","2771-35","IGFBP1","SomaScan","KORA","cg19300650",-0.009766881,1,171189771,45888360,45893660,"7","TRANS"
"716","2771-35","IGFBP1","SomaScan","KORA","cg17086398",-0.000209745,1,31896392,45888360,45893660,"7","TRANS"
"717","2771-35","IGFBP1","SomaScan","KORA","cg14508633",-7.36e-05,7,103082905,45888360,45893660,"7","TRANS"
"718","2771-35","IGFBP1","SomaScan","KORA","cg19458497",-0.02271157,11,63403371,45888360,45893660,"7","TRANS"
"719","2771-35","IGFBP1","SomaScan","KORA","cg05171021",0.007033282,14,24422749,45888360,45893660,"7","TRANS"
"720","2771-35","IGFBP1","SomaScan","KORA","cg14855874",-0.003568972,4,102712397,45888360,45893660,"7","TRANS"
"721","2771-35","IGFBP1","SomaScan","KORA","cg13017813",0.019762773,14,77491023,45888360,45893660,"7","TRANS"
"722","2771-35","IGFBP1","SomaScan","KORA","cg08622729",-0.000464785,7,137230906,45888360,45893660,"7","TRANS"
"723","2771-35","IGFBP1","SomaScan","KORA","cg17486314",-0.004403573,6,90778227,45888360,45893660,"7","TRANS"
"724","2771-35","IGFBP1","SomaScan","KORA","cg21917084",-0.005214286,8,65488308,45888360,45893660,"7","TRANS"
"725","2771-35","IGFBP1","SomaScan","KORA","cg11562153",-0.005111485,6,28493500,45888360,45893660,"7","TRANS"
"726","2771-35","IGFBP1","SomaScan","KORA","cg07687172",0.008302103,16,86840653,45888360,45893660,"7","TRANS"
"727","2771-35","IGFBP1","SomaScan","KORA","cg24602369",-0.015037317,3,73652609,45888360,45893660,"7","TRANS"
"728","2771-35","IGFBP1","SomaScan","KORA","cg16996262",-0.010078876,16,69600303,45888360,45893660,"7","TRANS"
"6101","4496-60","MMP12","SomaScan","KORA","cg11392062",-0.012721157,6,30633458,102874982,102862736,"11","TRANS"
"6102","4496-60","MMP12","SomaScan","KORA","cg15548613",0.001053403,22,38610795,102874982,102862736,"11","TRANS"
"6103","4496-60","MMP12","SomaScan","KORA","cg05143887",0.001072828,12,81471938,102874982,102862736,"11","TRANS"
"6104","4496-60","MMP12","SomaScan","KORA","cg02901122",0.004686082,18,33647344,102874982,102862736,"11","TRANS"
"6105","4496-60","MMP12","SomaScan","KORA","cg23606718",0.016879757,2,131513927,102874982,102862736,"11","TRANS"
"6106","4496-60","MMP12","SomaScan","KORA","cg18175036",0.025344947,5,65892087,102874982,102862736,"11","TRANS"
"6107","4496-60","MMP12","SomaScan","KORA","cg24869172",0.009199902,7,29234987,102874982,102862736,"11","TRANS"
"6108","4496-60","MMP12","SomaScan","KORA","cg00048759",0.001147679,7,99775422,102874982,102862736,"11","TRANS"
"6109","4496-60","MMP12","SomaScan","KORA","cg26695837",0.002361088,4,37688098,102874982,102862736,"11","TRANS"
"6110","4496-60","MMP12","SomaScan","KORA","cg25988034",-0.000321722,10,8093239,102874982,102862736,"11","TRANS"
"6111","4496-60","MMP12","SomaScan","KORA","cg19350420",0.009702794,22,42764760,102874982,102862736,"11","TRANS"
"6112","4496-60","MMP12","SomaScan","KORA","cg05575921",-0.040024801,5,373378,102874982,102862736,"11","TRANS"
"6113","4496-60","MMP12","SomaScan","KORA","cg16803522",-0.002480086,15,38857280,102874982,102862736,"11","TRANS"
"6114","4496-60","MMP12","SomaScan","KORA","cg12121643",0.002546818,3,185911796,102874982,102862736,"11","TRANS"
"6115","4496-60","MMP12","SomaScan","KORA","cg10228323",-0.006582751,1,236925843,102874982,102862736,"11","TRANS"
"6116","4496-60","MMP12","SomaScan","KORA","cg09856410",-0.001148186,20,34287384,102874982,102862736,"11","TRANS"
"6117","4496-60","MMP12","SomaScan","KORA","cg14242246",-0.005291818,2,27434262,102874982,102862736,"11","TRANS"
"6118","4496-60","MMP12","SomaScan","KORA","cg03054277",0.023326566,1,228400217,102874982,102862736,"11","TRANS"
"6119","4496-60","MMP12","SomaScan","KORA","cg12193484",0.013929737,5,110074577,102874982,102862736,"11","TRANS"
"6120","4496-60","MMP12","SomaScan","KORA","cg10784273",-0.001588535,7,157281251,102874982,102862736,"11","TRANS"
"6121","4496-60","MMP12","SomaScan","KORA","cg13503382",-0.018131643,1,4726757,102874982,102862736,"11","TRANS"
"6122","4496-60","MMP12","SomaScan","KORA","cg02479773",0.020601882,8,145747746,102874982,102862736,"11","TRANS"
"6123","4496-60","MMP12","SomaScan","KORA","cg27005794",0.004081444,2,109746251,102874982,102862736,"11","TRANS"
"6124","4496-60","MMP12","SomaScan","KORA","cg11125146",0.013925348,6,139695672,102874982,102862736,"11","TRANS"
"6125","4496-60","MMP12","SomaScan","KORA","cg04108811",0.020980955,1,246670728,102874982,102862736,"11","TRANS"
"6126","4496-60","MMP12","SomaScan","KORA","cg11098525",0.01357462,4,1320231,102874982,102862736,"11","TRANS"
"6127","4496-60","MMP12","SomaScan","KORA","cg08067721",0.000433682,17,44928967,102874982,102862736,"11","TRANS"
"6128","4496-60","MMP12","SomaScan","KORA","cg02460251",0.003757981,5,176107427,102874982,102862736,"11","TRANS"
"6129","4496-60","MMP12","SomaScan","KORA","cg27029821",0.002878444,8,70983741,102874982,102862736,"11","TRANS"
"6130","4496-60","MMP12","SomaScan","KORA","cg14043925",0.016371825,11,3013809,102874982,102862736,"11","TRANS"
"6131","4496-60","MMP12","SomaScan","KORA","cg11790551",-0.018548918,10,134593345,102874982,102862736,"11","TRANS"
"6132","4496-60","MMP12","SomaScan","KORA","cg23071962",-0.014521262,2,12856964,102874982,102862736,"11","TRANS"
"6133","4496-60","MMP12","SomaScan","KORA","cg07763516",-0.025649655,16,71496321,102874982,102862736,"11","TRANS"
"6134","4496-60","MMP12","SomaScan","KORA","cg20563447",-0.004188356,15,67359289,102874982,102862736,"11","TRANS"
"6135","4496-60","MMP12","SomaScan","KORA","cg05338745",0.00454203,12,82752188,102874982,102862736,"11","TRANS"
"6136","4496-60","MMP12","SomaScan","KORA","cg10903826",0.005001909,4,1242276,102874982,102862736,"11","TRANS"
"6137","4496-60","MMP12","SomaScan","KORA","cg17683390",0.003509929,7,73184622,102874982,102862736,"11","TRANS"
"6138","4496-60","MMP12","SomaScan","KORA","cg16361302",0.02669349,2,19561327,102874982,102862736,"11","TRANS"
"6139","4496-60","MMP12","SomaScan","KORA","cg05655953",-0.009403108,10,123810032,102874982,102862736,"11","TRANS"
"6140","4496-60","MMP12","SomaScan","KORA","cg16602316",0.004845689,14,93698053,102874982,102862736,"11","TRANS"
"6141","4496-60","MMP12","SomaScan","KORA","cg14096051",-0.001638039,22,21356040,102874982,102862736,"11","TRANS"
"6142","4496-60","MMP12","SomaScan","KORA","cg06603325",-0.017100749,17,39887725,102874982,102862736,"11","TRANS"
"6143","4496-60","MMP12","SomaScan","KORA","cg20773694",-0.005218738,1,153895324,102874982,102862736,"11","TRANS"
"6144","4496-60","MMP12","SomaScan","KORA","cg12297125",-0.024957424,1,2996522,102874982,102862736,"11","TRANS"
"6145","4496-60","MMP12","SomaScan","KORA","cg10088320",-0.006583806,6,32805759,102874982,102862736,"11","TRANS"
"6146","4496-60","MMP12","SomaScan","KORA","cg27001715",-0.004971311,6,150329845,102874982,102862736,"11","TRANS"
"6147","4496-60","MMP12","SomaScan","KORA","cg07569701",0.002763195,20,58662943,102874982,102862736,"11","TRANS"
"6148","4496-60","MMP12","SomaScan","KORA","cg12799689",0.004203259,18,67067893,102874982,102862736,"11","TRANS"
"6149","4496-60","MMP12","SomaScan","KORA","cg16832975",-0.003256789,10,134593532,102874982,102862736,"11","TRANS"
"6150","4496-60","MMP12","SomaScan","KORA","cg27412039",-0.000568671,11,1947601,102874982,102862736,"11","TRANS"
"6151","4496-60","MMP12","SomaScan","KORA","cg13641692",-0.0119031,5,176730160,102874982,102862736,"11","TRANS"
"6152","4496-60","MMP12","SomaScan","KORA","cg18819619",-0.018220923,19,51531297,102874982,102862736,"11","TRANS"
"6153","4496-60","MMP12","SomaScan","KORA","cg00673557",-0.002452549,6,89827915,102874982,102862736,"11","TRANS"
"6154","4496-60","MMP12","SomaScan","KORA","cg23445461",0.015076845,5,140864733,102874982,102862736,"11","TRANS"
"6155","4496-60","MMP12","SomaScan","KORA","cg25556225",0.018687733,15,31515750,102874982,102862736,"11","TRANS"
"6156","4496-60","MMP12","SomaScan","KORA","cg16602799",7.74e-05,13,25254742,102874982,102862736,"11","TRANS"
"6157","4496-60","MMP12","SomaScan","KORA","cg21566642",-0.075547859,2,233284661,102874982,102862736,"11","TRANS"
"6158","4496-60","MMP12","SomaScan","KORA","cg08715805",-0.007876162,2,45870883,102874982,102862736,"11","TRANS"
"6159","4496-60","MMP12","SomaScan","KORA","cg21553283",-0.007705766,6,36602452,102874982,102862736,"11","TRANS"
"6160","4496-60","MMP12","SomaScan","KORA","cg12988843",0.012739388,13,53029588,102874982,102862736,"11","TRANS"
"6161","4496-60","MMP12","SomaScan","KORA","cg07955995",0.030202987,7,130419159,102874982,102862736,"11","TRANS"
"6162","4496-60","MMP12","SomaScan","KORA","cg18031326",0.018746676,11,68079681,102874982,102862736,"11","TRANS"
"6163","4496-60","MMP12","SomaScan","KORA","cg25527618",0.009769482,13,80055171,102874982,102862736,"11","TRANS"
"6164","4496-60","MMP12","SomaScan","KORA","cg24084363",-0.001973916,13,45992551,102874982,102862736,"11","TRANS"
"6165","4496-60","MMP12","SomaScan","KORA","cg16867657",0.120927403,6,11044877,102874982,102862736,"11","TRANS"
"6166","4496-60","MMP12","SomaScan","KORA","cg17619755",0.003168865,6,31760629,102874982,102862736,"11","TRANS"
"6167","4496-60","MMP12","SomaScan","KORA","cg18445088",0.013698938,22,40081812,102874982,102862736,"11","TRANS"
"6168","4496-60","MMP12","SomaScan","KORA","cg14011077",-0.009932992,9,138362327,102874982,102862736,"11","TRANS"
"6169","4496-60","MMP12","SomaScan","KORA","cg21287554",0.000723071,8,22570876,102874982,102862736,"11","TRANS"
"6170","4496-60","MMP12","SomaScan","KORA","cg18327056",0.00031192,2,26915355,102874982,102862736,"11","TRANS"
"6171","4496-60","MMP12","SomaScan","KORA","cg27438152",0.008039437,15,31515761,102874982,102862736,"11","TRANS"
"6172","4496-60","MMP12","SomaScan","KORA","cg27308386",-0.003221044,10,1000575,102874982,102862736,"11","TRANS"
"6173","4496-60","MMP12","SomaScan","KORA","cg12648074",0.029312177,5,140864474,102874982,102862736,"11","TRANS"
"6174","4496-60","MMP12","SomaScan","KORA","cg25427880",0.016954784,10,102322128,102874982,102862736,"11","TRANS"
"6175","4496-60","MMP12","SomaScan","KORA","cg23378941",-0.007138464,17,64361956,102874982,102862736,"11","TRANS"
"6176","4496-60","MMP12","SomaScan","KORA","cg18882156",0.012872973,2,42276442,102874982,102862736,"11","TRANS"
"6177","4496-60","MMP12","SomaScan","KORA","cg01941278",0.011895367,5,71895997,102874982,102862736,"11","TRANS"
"6178","4496-60","MMP12","SomaScan","KORA","cg02554810",0.001851686,11,64795040,102874982,102862736,"11","TRANS"
"6179","4496-60","MMP12","SomaScan","KORA","cg09903090",-0.001026162,6,41910019,102874982,102862736,"11","TRANS"
"6180","4496-60","MMP12","SomaScan","KORA","cg00908828",-0.010502621,16,75297424,102874982,102862736,"11","TRANS"
"6181","4496-60","MMP12","SomaScan","KORA","cg22982173",0.020373992,4,3076557,102874982,102862736,"11","TRANS"
"6182","4496-60","MMP12","SomaScan","KORA","cg14827481",0.023358595,10,134361889,102874982,102862736,"11","TRANS"
"6183","4496-60","MMP12","SomaScan","KORA","cg18387085",-0.001130177,18,72922610,102874982,102862736,"11","TRANS"
"6184","4496-60","MMP12","SomaScan","KORA","cg00169419",0.00036116,4,111530900,102874982,102862736,"11","TRANS"
"6185","4496-60","MMP12","SomaScan","KORA","cg01898867",0.01353732,2,219718848,102874982,102862736,"11","TRANS"
"6186","4496-60","MMP12","SomaScan","KORA","cg26492631",-0.003539902,4,148721238,102874982,102862736,"11","TRANS"
"6187","4496-60","MMP12","SomaScan","KORA","cg07849972",-0.021710547,5,122759670,102874982,102862736,"11","TRANS"
"6188","4496-60","MMP12","SomaScan","KORA","cg20820259",-0.001595953,11,95733601,102874982,102862736,"11","CIS"
"6189","4496-60","MMP12","SomaScan","KORA","cg11806199",0.000795315,2,242612926,102874982,102862736,"11","TRANS"
"6190","4496-60","MMP12","SomaScan","KORA","cg02415029",-0.004323876,1,110025642,102874982,102862736,"11","TRANS"
"6191","4496-60","MMP12","SomaScan","KORA","cg08077071",0.001571582,2,157176106,102874982,102862736,"11","TRANS"
"6192","4496-60","MMP12","SomaScan","KORA","cg19045762",-0.007974161,19,35717734,102874982,102862736,"11","TRANS"
"6193","4496-60","MMP12","SomaScan","KORA","cg04438453",-0.006399263,6,46870328,102874982,102862736,"11","TRANS"
"6194","4496-60","MMP12","SomaScan","KORA","cg26558919",-0.007850416,17,66508512,102874982,102862736,"11","TRANS"
"6195","4496-60","MMP12","SomaScan","KORA","cg12663490",0.006924768,15,47698183,102874982,102862736,"11","TRANS"
"6196","4496-60","MMP12","SomaScan","KORA","cg14507891",-0.022154384,3,49208514,102874982,102862736,"11","TRANS"
"6197","4496-60","MMP12","SomaScan","KORA","cg14054120",0.01247423,19,41945352,102874982,102862736,"11","TRANS"
"6198","4496-60","MMP12","SomaScan","KORA","cg05088794",-0.011711714,18,33081137,102874982,102862736,"11","TRANS"
"6199","4496-60","MMP12","SomaScan","KORA","cg21050282",-0.010719791,12,104500900,102874982,102862736,"11","TRANS"
"6200","4496-60","MMP12","SomaScan","KORA","cg06360604",0.014419968,1,19725051,102874982,102862736,"11","TRANS"
"6201","4496-60","MMP12","SomaScan","KORA","cg11272491",0.003575002,2,176974934,102874982,102862736,"11","TRANS"
"6202","4496-60","MMP12","SomaScan","KORA","cg25342864",0.002747564,5,97746735,102874982,102862736,"11","TRANS"
"6203","4496-60","MMP12","SomaScan","KORA","cg15342087",-0.066713315,6,30720209,102874982,102862736,"11","TRANS"
"6204","4496-60","MMP12","SomaScan","KORA","cg01692968",-0.006240574,9,108005349,102874982,102862736,"11","TRANS"
"6205","4496-60","MMP12","SomaScan","KORA","cg21600850",0.012479522,6,166401598,102874982,102862736,"11","TRANS"
"6206","4496-60","MMP12","SomaScan","KORA","cg25947845",0.01079755,13,113718045,102874982,102862736,"11","TRANS"
"6207","4496-60","MMP12","SomaScan","KORA","cg13333374",0.001423973,10,114133235,102874982,102862736,"11","TRANS"
"6208","4496-60","MMP12","SomaScan","KORA","cg03217209",-0.015328643,5,114503683,102874982,102862736,"11","TRANS"
"6209","4496-60","MMP12","SomaScan","KORA","cg02470179",-0.000126032,3,31580476,102874982,102862736,"11","TRANS"
"6210","4496-60","MMP12","SomaScan","KORA","cg19174165",-0.002787495,11,113719236,102874982,102862736,"11","TRANS"
"6211","4496-60","MMP12","SomaScan","KORA","cg14305711",-0.000440812,2,62132430,102874982,102862736,"11","TRANS"
