identifier,gene,panel,cohort,cpg,coef,chr,pos,gene_start,gene_end,gene_chr,cpg_status
2579-17,MMP9,SomaScan,KORA,cg26494929,-0.000997415,16,3017495,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg21655280,0.00260834,3,13521164,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg01977863,-0.006369149,17,79167836,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg12339424,0.002369979,2,32288911,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg08543966,0.00442344,19,35646150,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg13939431,0.010735094,1,37980360,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg05796331,-0.001990502,10,133768294,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg09793807,0.007137905,17,46125678,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg16655837,0.004716764,10,32636197,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg06567525,0.000880001,20,13201551,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg24731241,0.000691102,20,2276663,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg14246204,0.02710374,20,33735151,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg09364988,-0.01757534,2,68971510,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg03888365,-0.001509155,8,123792680,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg03286535,-0.000177444,15,90649835,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25458871,-0.006038257,19,57352584,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00882611,-0.005696305,14,21689119,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg11441148,-0.001695329,15,65824328,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00834923,0.017582769,16,85393998,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg14778264,-0.006213558,8,2179411,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg17254383,-0.028522743,17,53363128,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg17098449,-0.000882133,22,31364349,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25940557,0.002202103,1,158575177,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg27606607,0.002174401,3,183963511,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25462896,0.006946134,11,119031003,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg20572153,0.015760144,17,9929755,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg13824385,-0.007189518,9,132584750,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18118795,0.002433638,1,33117735,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg05332152,-0.002497132,1,213123025,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg03880323,0.012552272,15,31507807,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg08530237,-0.003445111,12,22094563,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg16204414,-0.002432802,3,10325494,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg22660120,-0.014405058,6,33424102,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg15035973,-0.012114177,2,208485495,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18133477,-0.002312894,20,33293445,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg26824709,-0.007384516,5,159740383,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg03323598,0.00864121,5,1292446,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg21337717,0.005290659,12,117308650,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00042837,-0.013390374,17,37028650,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00720829,0.003446157,6,30131219,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18260374,-0.000171134,2,6633591,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg26294955,-0.00069068,5,152502171,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg06240124,-0.001887923,16,23690079,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg06021750,-0.003784167,12,47022795,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18397975,-0.022333375,5,33997484,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg07048504,0.009301009,1,55829278,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg20732304,-0.003681648,13,113752657,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg09737685,-0.001323261,17,22052189,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25379156,-0.002125223,8,47348070,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25645272,-0.004273694,5,14387224,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00474031,-0.000223684,8,133494101,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg10917153,-0.007270823,15,42448786,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18524540,0.008530922,22,19466782,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg15934248,0.008296728,2,86332749,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18270378,0.001981033,7,3284394,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00819141,0.004901444,7,1657422,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg19235893,0.010150981,2,105493611,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg21526209,-0.043250742,14,106692023,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg27028202,-0.00467735,6,166100316,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg23039807,-0.015518443,2,240425897,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg13051302,-0.009036589,15,37384042,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg13571852,-0.0084844,2,97652491,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg17655451,0.011654226,5,53959665,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25264630,0.004402987,7,157849744,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg13031537,-0.008689542,3,186920348,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg14669514,-0.002073986,13,22243722,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg21426759,-0.005977102,6,30303126,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg07262395,0.002209773,10,111966094,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg00103778,0.00697043,20,30196041,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg17963461,9.08E-05,5,3844117,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg01539064,0.009998542,19,49122509,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg06674932,-0.004000591,11,110299342,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg21611682,-0.005479807,11,68138269,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg08840010,-0.002074469,1,8000314,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg08864944,-0.008819352,1,164633485,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg15736783,0.015150107,6,80178612,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg22324029,-0.001163211,6,32908466,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg19364351,0.010446405,11,6291879,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg25985504,0.002826977,15,96303955,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18318715,-0.005418028,1,181068076,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg18346531,0.019521611,17,9967431,46008908,46016561,20,TRANS
2579-17,MMP9,SomaScan,KORA,cg20912517,0.003108415,6,29760909,46008908,46016561,20,TRANS
2580-83,MPO,SomaScan,KORA,cg11010909,0.010563597,12,103980767,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg01829024,-0.007781076,4,83482926,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg25447872,0.009346092,13,113492708,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg16152482,0.003084465,20,57607440,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg24457521,0.003709383,20,57607420,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg14784944,0.00391152,7,4855785,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg14898177,0.002138068,12,2486634,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg06866597,-0.006067813,22,29279129,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg05082708,-0.014215874,4,4765299,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg16520357,-0.008650305,13,53625240,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg01912040,-0.001455741,17,1106553,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg04202736,-0.008500269,15,42371721,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg20777437,-0.001133134,1,54619703,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg19251719,0.001995339,1,203055479,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg11020853,-0.023745318,3,43020564,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg09443484,0.002103898,11,33673943,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg14086364,-0.004702334,5,150678334,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg07414492,0.007974463,20,3656411,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg07726287,-0.001994837,16,84318109,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg20113993,-0.011450129,6,34394080,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg05529249,0.002246831,2,24272480,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg03539511,0.020474357,20,57607061,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg12622242,0.002046152,8,19203257,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg06387622,-0.012425341,6,1100823,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg19779057,0.000360442,1,204073369,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg00288844,-0.040945265,16,11835360,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg10759293,-0.007834924,20,19999226,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg10159032,-0.000231425,17,30347989,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg15390444,-0.012400394,10,133793442,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg02304156,0.002983534,16,28913517,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg21121843,0.023005609,4,3203982,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg26176348,0.002324551,2,9372432,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg20355735,0.000851287,7,4118868,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg00920892,0.024066443,8,37732224,58280935,58269855,17,TRANS
2580-83,MPO,SomaScan,KORA,cg10690747,0.026405575,21,43823835,58280935,58269855,17,TRANS
2658-27,NTRK3,SomaScan,KORA,cg27113548,0.005332794,14,106354912,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg00046913,-0.007282497,16,1877150,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg16271912,0.00050366,5,68665562,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg26559804,0.009454418,11,128391271,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg17600863,0.001884861,10,93372507,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg26516004,0.00702176,15,75019376,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg09253914,0.00409202,2,37311580,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg05575921,0.041869001,5,373378,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg19149898,0.003383467,6,116421874,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg23690369,-0.009126155,10,95462349,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg05536998,0.0064207,18,46500646,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg03588039,0.00175218,8,99182441,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg12980917,-0.007608225,19,38715106,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg16652531,0.004876912,4,189602185,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg16815379,-0.011060358,1,165797173,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg01736243,-0.005676859,17,3289510,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg10524192,-0.012295295,9,34637478,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg25942789,0.009372622,2,241696788,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg03582827,0.011132872,16,958339,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg26922444,-0.00068177,6,24911204,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg22140261,-0.014641097,22,42466895,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg02063203,-0.000271388,2,220252733,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg24842967,0.001769715,1,156084750,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg17097782,0.001231459,2,19551860,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg13832045,-0.006080891,9,139923087,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg02570977,0.003257315,8,144373277,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg03069282,-0.003965807,17,37753772,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg04717895,0.005672402,16,31541298,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg20217649,0.021086348,8,67835351,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg09162056,-0.002933801,4,174255944,88256768,87859751,15,TRANS
2658-27,NTRK3,SomaScan,KORA,cg18809039,-0.00747814,5,2702863,88256768,87859751,15,TRANS
